앨범ID,곡명,재생시간,가사
16,Breezy (feat. Theron Theron),03:04,"Take your worries up off your mind
Leave your stress and your pain behind
We can't afford to waste no time
After every storm the sun gon' shine
And you and I gon' be fine
Everything will be alright
Baby boy let me drive
Try to enjoy the ride

And when you see clouds
Cover your skies
Be patient and watch as they pass you by
And don't lose no sleep
Repeat after me
I'm cool as can be

Baby I'm breezy (Ooh-ooh-ooh-ooh)
Baby I'm breezy (Ooh-ooh-ooh-ooh)
Baby baby baby
Baby I'm breezy (Ooh-ooh-ooh-ooh)
No I don't let the raindrops ruin our day
Baby I'm breezy

Nuff love and respect from me people (Ooh)
Treat everybody equal
I know yeit for nobody nuff lovin' ah we heart
It can be that simple
Everyting cool sucka sucka (Yes)
Make you feel so comfortable (Yeah)
And you no haffi be miserable (Run)
Oh you my sweetest vegetable
No have to keep it breezy (Oh)
Life can be so eazy
Stick with me don't leave me
This a good vibe season (Yeah)

Baby I'm breezy (Ooh-ooh-ooh-ooh)
Baby I'm breezy (Ooh-ooh-ooh-ooh)
Baby baby baby
Baby I'm breezy (Ooh-ooh-ooh-ooh)
No I don't let the raindrops ruin our day
Baby I'm breezy

Just be grateful that you woke up
Put that happiness in your cup
We made another year around the sun
So let's celebrate with some love

When you see clouds
Cover your skies
Be patient and watch as they pass you by
And don't lose no sleep
Repeat after me
I'm cool as can be

Baby I'm breezy (Ooh-ooh-ooh-ooh)
Baby I'm breezy (Ooh-ooh-ooh-ooh)
Baby baby baby
Baby I'm breezy (Ooh-ooh-ooh-ooh)
(Oh-oh)
No I don't let the raindrops ruin our day
Baby I'm breezy

Oh"
16,"Mama Wanna Mambo (feat. Natti Natasha, Arturo Sandoval)",02:56,"Thank you so much Meghan
I look forward to play in your track

Mama wanna mambo, mambo
Mama wanna mambo, mambo
Baby, why don't we go, we go
Somewhere we can mambo, mambo?

Spin me round and around
I've been running, running round and around
I'm in need, I think I need a night out
Baby, where you gonna take me right now?

Where we can drop it low
Baby, keep it hot or keep it tropical
Left and to the right
We 'bout to rock the boat
People gonna stare but let 'em watch, watch the show

Mama wanna mambo, mambo
Mama wanna mambo, mambo
Baby, why don't we go, we go
Somewhere we can mambo, mambo? (Ayy)
Mama wanna mambo, mambo
Mama wanna mambo, mambo
Baby, why don't we go, we go
Somewhere we can mambo, mambo? (Rude gyal)

If you like it like that (Ah)
Poco makeup, natural (Yeah)
I bet you if you throw yo' pitch, I'ma swing it right back (Right)
I'm Natasha, nice to meet you, pero dime ""Natti Nat""
Me suelto little by little, no rushin', baby, relax (Ah)
Sé que está loco de probar mi domi flavor (Wuh)
Papi, yo también cuando te vi te puse label (Dime)
Y date dos shots, and can you please do me a favor?
Come and be my guest, let's mambo now, no quiero later

Mama wanna mambo, mambo
Mama wanna mambo, mambo
Baby, why don't we go, we go
Somewhere we can mambo, mambo? (Mambo)
Mama wanna mambo, mambo
Mama wanna mambo, mambo
Baby, why don't we go, we go
Somewhere we can mambo, mambo?

Arturo

Mama wanna mambo, mambo
Mama wanna mambo, mambo
Baby, why don't we go, we go
Somewhere we can mambo, mambo? (Somewhere we can mambo)
Mama wanna mambo, mambo
Mama wanna mambo, mambo
(I said) Baby, why don't we go, we go
Somewhere we can mambo, mambo?

Ooh, ooh, ooh
Rude gyal
Ooh, ooh
Somewhere we can mambo, mambo"
16,Drama Queen,03:08,"I might be a drama queen, but I'm still royalty
So won't you love me, love me, love me, and give me loyalty?
Even when I'm crazy, I'm still your baby
'Cause you're the king of lovin' me and I'm your drama queen

I had a dream you cheated on me
You told me that you were leavin', honey
That's why I'm mad, boy
Yeah, that's why I'm mad, boy
I didn't mean to call you those names
The way I love, it makes me go insane
But it's all out of love
(It's all out of love)
It's all out of love

I might be a drama queen, I'm still royalty
So won't you love me, love me, love me, and give me loyalty? (Gimme, gimme)
Even when I'm crazy (I'm crazy), I'm still your baby (Your baby)
'Cause you're the king of lovin' me and I'm your drama queen
So go and kiss the ring

Go 'head, kiss it if you wanna
A good love like this, then you gotta
Go 'head, kiss it if you wanna
A good love like this

I'm in the ER for papercuts
And I cry from Pixar way too much
If you wipe my tears for me
If you're always here for me
Even when I get a little loud
Best thing to do is just wait it out
'Cause but it's all out of love
(It's all out of love)
Uh-huh, it's all out of love

I might be a drama queen (I might be a drama queen), I'm still royalty (I'm royalty)
So won't you love me, love me, love me, and give me loyalty? (Gimme, gimme)
Even when I'm crazy (I'm crazy), I'm still your baby (Your baby)
'Cause you're the king of lovin' me and I'm your drama queen
So go and kiss the ring

Go 'head, kiss it if you wanna (Mm)
A good love like this, well, then you gotta
Go 'head, kiss it if you wanna
A good love like this
Come on, baby
Go 'head, kiss it if you wanna
A good love like this, then you gotta
Go 'head, kiss it if you wanna
A good love like this

Darling, you love
All the drama
'Cause you're never bored
I'm forever yours
Darling, you love (Well, darling, you love all the)
All the drama (All the drama 'cause you're)
'Cause you're never bored
I'm forever yours

Go 'head, kiss it if you wanna
A good love like this, then you gotta
Go 'head, kiss it if you wanna
A good love like this
Well, come on, baby
Go 'head, kiss it if you wanna (Oh-oh)
A good love like this, then you gotta
Go 'head, kiss it if you wanna
A good love like this

Darling, you love
(Might be a drama queen)
All the drama (I'm royalty)
'Cause you're never bored
I'm forever yours"
16,While You're Young,02:30,"I know you been hurtin' for weeks
You stayed up late and cry yourself to sleep
And it's okay if you don't like what you see
You've only just gone and you're good enough
And I know it doesn't help with pain but
Have you ever tried to dance in the rain?
You're not the only one who's feelin' this way
So go get crazy love

While you're young go on and make mistakes
Give your heart a break
And remember when life goes on (It goes on)
Try to take every moment you got
Before it's gone

Don't bury your head in the sand
I know your friends can't even understand
Wish I could go back and hold your hand
And we'd go crazy love

While you're young go on and make mistakes
Give your heart a break
And remember when life goes on (It goes on)
Try to take every moment you got
Before it's gone

Don't worry girl
Don't worry your life away
(Before it's gone)
Don't worry girl
Don't worry your life away
(Before it's gone)

And I know it doesn't help with pain but
Have you ever tried to dance in the rain?
You're not the only one who's feelin' this way
So go get crazy love

While you're young go on and make mistakes
Give your heart a break
And remember when life goes on (It goes on)
Try to take every moment you got
Before it's gone

Don't worry girl
Don't worry your life away no no
(Before it's gone)
Don't worry girl
Don't worry your life away mm
(Before it's gone)"
16,Lucky,03:08,"When I'm givin' you all my attention
(Can you take a hint? Can you take a hint?)
When I'm lookin' like gold and then some
(Can you take a hint? Can you take a hint?)

You can't deny this tension's hot
You're burnin' alive, can't pretend you're not
Woah, baby, you got it (Uh-huh)
Yeah, if you want it (Uh-huh)
All you can eat
Come get it, get it

You're gonna get lucky tonight
I want you to touch me tonight
Long as you play your cards right
Woah, you can love me all night
You're gonna get lucky tonight
I want you to touch me tonight
Long as you play your cards right
Woah, you can love me all night

Didn't mean to cause all this commotion
(Can you take a hint? Can you take a hint?)
If you don't wanna waste all your lotion
(Can you take a hint? Can you take a hint?)

Baby, you can't deny this tension's hot
(Oh) You're burnin' alive, can't pretend you're not
Woah, baby, you got it (Uh-huh)
Yeah, if you want it (Uh-huh)
All you can eat
Come get it, get it

You're gonna get lucky tonight
I want you to touch me tonight
Long as you play your cards right (Mm)
Woah, you can love me all night
You're gonna get lucky tonight
I want you to touch me tonight
Long as you play your cards right (Oh)
You can love me all night

Don't mess this up by bein' too shy
Don't mess this up by sayin' goodbye
Don't mess this up, let's have a good time
You can love me all night (Ooh-ooh)
Don't mess this up by bein' too shy (Ooh-ooh)
Don't mess this up by sayin' goodbye
Don't mess this up, let's have a good time
You can love me all night

You're gonna get lucky tonight
I want you to touch me tonight
Long as you play your cards right
Woah, you can love me all night
You're gonna get lucky tonight (Ooh-ooh)
I want you to touch me tonight
Long as you play your cards right
Oh, you can love me all night

Don't mess this up by bein' too shy
Don't mess this up by sayin' goodbye
Don't mess this up, let's have a good time
You can love me all night (Ooh-ooh)
Don't mess this up by bein' too shy
Don't mess this up by sayin' goodbye
Don't mess this up, let's have a good time
You can love me all night"
16,Dance About It,03:16,"Why talk when we could dance about it?
Shut up and put your arms around me
Won't you put on my favorite song
Pretend nobody's wrong
Skip the fightin' for the night and get it on

Why talk when we could (Dance)?
Be dancin' about it
(Dance)
Let's forget about it 'bout it
(Dance)
Be dancin' about it
Skip the fightin' for the night and get it on

Change your tone babe
Be careful what you say to me 
(What you say to me)
'Cause that bullshit don't sit right with me 
(It ain't right with me)
It's a night you might be cold (So cold)
Got a king bed on your own (On your own)
All alone

And I don't wanna have to forgive you
Don't say sorry I know you didn't mean to
Yeah it can wait 'cause it's gettin' late
What if you made a move on me?

Why talk when we could dance about it?
Shut up and put your arms around me
Won't you put on my favorite song
Pretend nobody's wrong
Skip the fightin' for the night and get it on

Why talk when we could (Dance)?
Be dancin' about it
(Dance)
Let's forget about it 'bout it
(Dance)
Be dancin' about it
Skip the fightin' for the night and get it on

Why you wanna talk 
when I wanna dance? (Uh-huh)
Spin me 'round while you hold my hand (Uh-huh)
You just keep buggin' me (Buggin' me)
When you could me lovin' me
I'm givin' you the greenlight baby go
And tonight you won't be cold
In a Cali king bed on your own
All alone

And I don't wanna have to forgive you
Don't say sorry I know you didn't mean to
Yeah it can wait 'cause it's gettin' late
What if you made a move on me?

Why talk when we could dance about it? (Oh)
Shut up and put your arms around me
Won't you put on my favorite song
Pretend nobody's wrong
Skip the fightin' for the night and get it on

Why talk when we could (Dance)?
Be dancin' about it
(Dance)
Let's forget about it 'bout it
(Dance)
Be dancin' about it
Skip the fightin' for the night and get it on
Let's get it on now

(Dance)
(Dance)
(Dance)
(Dance)"
16,Remind Me,03:20,"I am lost
I not myself
And I wouldn't mind
Bein' anybody else
And sometimes it's hard
Bein' covered in scars
I've run out of shootin' stars
And wishin' never helps

And my thoughts stay runnin', runnin' (Runnin')
The heartbreaks keep comin', comin' (Comin')
Oh-oh
Somebody tell me that I'll be okay

Come and find me (Find me)
Help me put all this behind me (Behind me)
'Cause all that I need is inside me (Inside me)
And only your love can remind me (Remind me)
Remind me (Remind me)
Come and hold me (Hold me)
And all my emotions unfoldin' (Unfoldin')
Tell me you'll always stand by me (Stand by me)
I need you to remind me, remind me

Lost
Where did my powers go? (Go) Mm
It's like I've forgotten all the good I've done before

And my thoughts stay runnin', runnin' (Runnin')
The heartbreaks keep comin', comin' (Comin')
Oh-oh
Somebody tell me that I'll be okay

Come and find me (Find me)
Help me put all this behind me (Behind me)
'Cause all that I need is inside me (Inside me)
And only your love can remind me (Remind me)
Remind me (Remind me)
Come and hold me (Hold me)
And all my emotions unfoldin' (Unfoldin')
Tell me you'll always stand by me (Stand by me)
I need you to remind me, remind me

Remind me I'm pretty
Remind me I'm loved
Remind me that I am way more than enough
And take all this pain
Throw it away
Remind me that I'm gonna spark all again

Come and find me
Help me put all this behind me
'Cause all that I need is inside me (Mm)
And only your love can remind me (Remind me)
Remind me (Remind me)
Come and hold me (Hold me)
And all my emotions unfoldin' (Unfoldin')
Tell me you're always stand by me (Stand by me)
I need you to remind me, remind me

I need you to remind me
I need you to remind me
I need you to remind me, mm"
16,Final Breath,02:25,"I hope we meet again
After it all
If only time could bend
I'd go back to the start

If I could, I'd do it over again
Mm
'Cause time could
Growin' old with my friend
Mm

And we'd be layin' there
Your hand in my hand
I'll look at you
And see the memories we had
And the words I'd choose
For my final breath
Will be, ""I love you""

Do you remember me
From lifetimes before?
It feels like eternity
But I want more

If I could, I'd do it over again
Mm
'Cause time could
Growin' old with my friend
Mm

And we'd be layin' there
Your hand in my hand
I'll look at you
And see the memories we had
And the words I'd choose
For my final breath
Will be, ""I love you"""
17,"Brunch (Feat. 원슈타인, 시온)",03:44,"맛있는 음식과 뿌려 놓은 페브리즈 향
엄마 그 선택은 아주 베스트였어
내가 뭘 원하는지도 모르다가
일상에서 발견했던 여긴 Paradise
우울함에 절여진 나의 데모
나를 좋아해 주던 사람들은 이걸
절대 나로 받아들이지는 않을 것 같은데
그럼 어떡할까 이것도 난데
I need more questions
많은 질문들이 필요
했었는데 이젠 대답도 됐나 봐 고갈이
혼자 속앓이 했던 그 밤들이
내 최악의 기억일 줄 알았던 게
나의 젤 큰 오산이네
쏟아지네 밤하늘의 별들이
내가 반짝거려 보였다면 그건 나의 맘이
미치도록 치고 싶어 했던 별의 따귀
그거 때문일 수 있어 오해 말기
I need brunch
그리고 여유
I need brunch
그리고 여유
I need brunch
그리고 여유
그리고 여유
난 필요해 여유가
I need brunch
그리고 여유
I need brunch
그리고 여유
I need brunch
그리고 여유
그리고 여유
난 필요해 여유가
똑같이 살고 있구나 다들
여전히 사람들은 모두 내가 변했다고 억지
신경 쓰지 마라 좀 더 드러냈을 뿐
집에 돌아왔어 거의 몇 개월 만에
강아지도 나를 몰라봐 이해가 돼
상다리가 부러지겠네 난 값을 매겨
1인당 10만 원 받고 팔자고
바쁜 건 다 똑같군
사진으로 자리를 대신한 가족들
무용지물이 된 어린 시절 자격증
괜히 꺼내 보는 졸업 앨범 내 표정
확실히 지금이 더 폈네
근데 난 왜 다시 돌아가고 싶지는 않은 지
아홉 살 때 베고 잤던 베개를 베고 누워
이런저런 생각하다가 잠에 들어
I need brunch
그리고 여유
I need brunch
그리고 여유
I need brunch
그리고 여유
그리고 여유
난 필요해 여유가
I need brunch
그리고 여유
I need brunch
그리고 여유
I need brunch
그리고 여유
그리고 여유
난 필요해 여유가
Coffein shocks braindead
Workin' all night my day fades
All my friends in the club
I'm left alone
One two three four five six calls
Missed out
Friends Parents and my Grandad
Where you at?
Nineteen
A dead end
I was happy back then til I noticed
Things change and so do I need to change yeah
Maybe I'll sign the 27 Club Now
To see god and peacefully shutdown
At the end of it all
Save me lord!
I always wanted to be different
Blinded I overlooked the precious
Familiar yet comfortable
I need brunch
그리고 여유
I need brunch
그리고 여유
I need brunch
그리고 여유
그리고 여유
난 필요해 여유가
I need brunch
그리고 여유
I need brunch
그리고 여유
I need brunch
그리고 여유
I need
I need
I need"
17,줄 (Feat. 권진아),02:54,"줄이야
놓을 수 없게 된 그
무리야
나 어떻게 다 풀지
이건 불이야
태워 버릴 게 감히
얼른 타 버려 빨리
내가 그래야 살지
Oh 줄이야
놓을 수 없게 된 그
무리야
나 어떻게 다 풀지
이건 불이야
태워 버릴 게 감히
얼른 타 버려 빨리
내가 그래야 살지
I feel like lighthouse
혼자 남겨져서 계속 널 찾잖아
Why did you leave me
아 아니다 이윤 대충 알 것 같아
넘겨보자 이 분위기
뭐니 (뭐니)
Money?
단지
그거?
도저히 (What?)
어딜
봐도
No
그렇게 된 널 이해 못 하는 건 아니야
그렇지만 우리 시간만큼 아프더라고 머리가
바뀐 거는 닫힌 거
내가 누구에게 맘을 다신 줄 수 없단 거
그게 너에겐 좋을진 몰라도 내겐 벌이야
그게 나에게 일이라면 너에겐 놀이야
길지 이틈에 곡이나 쓸게
빌진 나 줘 우리 다시 만날 땐
친밀 같은 거 바라지도 않을 게
살짝만 다르게 나를 바라봐 주면 돼
Oh 줄이야
놓을 수 없게 된 그
무리야
나 어떻게 다 풀지
이건 불이야
태워 버릴 게 감히
얼른 타 버려 빨리
내가 그래야 살지
Oh 줄이야
놓을 수 없게 된 그
무리야
나 어떻게 다 풀지
이건 불이야
태워 버릴 게 감히
얼른 타 버려 빨리
내가 그래야 살지
이럴 줄이야
난 널 잊었어 빨리
이젠 남이야
하고 돌아서 멀리
너 없이도 괜찮을 거란
생각에 확신만
No love just let me go
No reason let me go
아름다운 추억 속에 너와 나
내 마음속에 빛이
조금씩 어두워져 가
너와의 이 시간이
예전 같지가 않아
Don't care if you blame me now
I told you you just gotta move on
손을 흔들며 Good bye to
Oh 줄이야
놓을 수 없게 된 그
무리야
나 어떻게 다 풀지
이건 불이야
태워 버릴 게 감히
얼른 타 버려 빨리
내가 그래야 살지
Oh 줄이야
놓을 수 없게 된 그
무리야
나 어떻게 다 풀지
이건 불이야
태워 버릴 게 감히
얼른 타 버려 빨리
내가 그래야 살지"
17,자격지심 (Feat. ZICO),03:15,"내 나이는 20
하고도 플러스 2지
주위 친구들은 일찍
만들어 본인의 PPT
말도 안 돼 거짓말
내게 하지 마
티는 안 냈지만 짜증 나
사실 난 속 좁아서 다 빈말이야
그릇이 넓지 못한가 봐
주위 사람의 성공이 배 아파
매일 밤 열심히 하는 게 아마
뒤떨어질까 봐 일지 몰라
담배 한 대 피우고 한숨을 내뱉어
내가 난데 왜 이래
이러지 않았는데 나
I say really? really? really? really?
진짜네
사실 잘 될 줄 난 몰랐는데
You say too busy busy busy busy
바쁘대
그래 다음에 시간 될 때 봐
위로하지 마 No I'm fine
축하는 하지만 안 불러줄래 네 노랜
또 티 나지만 Oh good night
어쩔 수 없어 내가 어른이 되길 먼저
'노래하지 마 발성부터 글렀다고
너 래퍼라면서 왜 이리 뚝딱거려
그건 그렇다 쳐 지금 얼굴 갖고
티비에 나온다니 정말 클났어'
신인 팀들 투정해 대기실이 비좁대
우린 부럽기만 한데 블락비 wasn't there
내 폴더 인사를 쌩깠던 선배 기억해
오래 못 가서 나락 갔지 But I'm still your fan
월등함이면 몰라
열등감은 빠져 모양
질투 시샘 따위 Not my style
남 좋은 일 하는 거니까
Yeah now you see me
사기캐인데 No cheating
못 믿겠음 직접 지켜봐
I say really? really? really? really?
진짜네
사실 잘 될 줄 난 몰랐는데
You say too busy busy busy busy
바쁘대
그래 다음에 시간 될 때 봐
위로하지 마 No I'm fine
축하는 하지만 안 불러줄래 네 노랜
또 티 나지만 Oh good night
어쩔 수 없어 내가 어른이 되길 먼저
모두가 너무 다 커 보여
나 빼고 Say Life is beautiful
네 자랑은 이제 안 부러워
라고 말하며 귀는 또 쫑긋 서
Really really?
이제 내 차례야 라고 말하며 헛기침
거울을 보며 내게 물어
Really? really? really? really?
I say really? really? really? really?
진짜네
사실 잘 될 줄 난 몰랐는데
You say too busy busy busy busy
바쁘대
그래 다음에 시간 될 때 봐
위로하지 마 No I'm fine
축하는 하지만 안 불러줄래 네 노랜
또 티 나지만 Oh good night
어쩔 수 없어 내가 어른이 되길 먼저"
17,"BBI YONG (Feat. 로꼬, GRAY)",03:02,"Ok I'm ready
나 됐어 널 잡을 채비
So 멀리 가 지금 미리
(더 더 더 가 빨리 잡히면 재미없어)
자꾸 와 느낌이
널 잡는 방법은 비밀
나 이제 시작해
(What's your name? Give me your ID card)
너의 심리 전부 비치지
너가 기침하고 간 자리
묻은 DNA까지
전부 알아내고 싶어
나를 이렇게 만든 건
내가 아닌 바로 너야 (바로 너야)
맨날 당했던 가스라이팅
이제 차린 정신
또 왜 갔어 거긴
이제야 보임
어느 정도 되면 잡히겠지 했는데
사랑한다니까 나 모른 척했는데
Now BBI YONG BBI YONG
Now BBI YONG
I just wanna be
Just wanna be loved
Just wanna be but now
BBI YONG BBI YONG
Now BBI YONG
I just wanna be
Just wanna be loved
Just wanna be but now
도망가 멀리 Run away
더 가 My baby
차라리 내게 잡히지 말고
더 멀게
난 삐용 삐용 삐용 삐용대
위험 위험 위험 위험해
Run away
My love is dead
나타나 주라 직접
손목을 채우기는 슬프니까
솔직히 눈 마주치면
풀어줄 수도 있으니까
이건 촉이 더 이상 아닐지 몰라
너의 흔적 따라가서 본 결과
Look at you 굳이 확인 안 해도 돼 Profile
일부러 내 두 눈에 띈 거잖아
사이렌 소리 괜히 또
기다렸을까 매일
다른 의미로 대신 널
불러야 될까 Baby
삐용삐용 너는 위험위험
매번 거짓말해 아무 기억이 없
네가 하는 짓을 모를 거라 생각하면
나를 아는 것은 고작 띄엄띄엄
해가 떠도
(이미 비 온 뒤야)
I'm drownin'
(Don't push me to the edge)
딱 십 분 뒤면
쉽게 잊혀질 거야 너 같은 Demon
BBI YONG BBI YONG
Now BBI YONG
I just wanna be
Just wanna be loved
Just wanna be but now
BBI YONG BBI YONG
Now BBI YONG
I just wanna be
Just wanna be loved
Just wanna be but now
도망가 멀리 Run away
더 가 My baby
차라리 내게 잡히지 말고
더 멀게
난 삐용 삐용 삐용 삐용대
위험 위험 위험 위험해
Run away
My love is dead
Run away
Run away
Run away
Hey girl Where you at?
난 삐용 삐용 삐용 삐용대
위험 위험 위험 위험해
Run away
My love is dead"
17,Nostalgia,02:57,"Live inside
비릿한 그 향을 담아
(버려야 해 이젠)
마지막으로
맡으려 한 추억
(That was my mistake)
왜 왜 왜 왜 놓쳐 왜
안돼 향이 다 배이네
그럼 다시 아픈데
나 못 견뎌 이 향기는
Yeah This smell's
Bad bad bad bad bad bad bad bad
This smell's
Bad bad bad bad bad bad bad bad
You could be girl
You kill me
This smell's
Bad bad bad bad bad bad bad bad
This smell's
Wu 왜 이리 빨리 퍼지나
(닦아도 소용없어)
Wu 내일이 되면 빠질까
(더 진해질 거야)
왜 왜 왜 왜 못 버려 왜
이제 다 잊은 줄로 알았는데
내 손에도 발에도 네가 묻어 나와 이제
지겨우니까 이제 그만 내게 떠나줄래
너의 향수 비릿한 그 겨울 향
좋아했던 그 나무 향은
이제 버려 다
Yeah This smell's
Bad bad bad bad bad bad bad bad
This smell's
Bad bad bad bad bad bad bad bad
You could be girl
You kill me
This smell's
Bad bad bad bad bad bad bad bad
This smell's
휩쓸려 허리케인
온통 내 머리엔
너의 그 향기 하나 때문에
나는 아무것도 하질 못해
마음이 또 저릿해
함께 했던 거리에
마저도 네 향이 배어 가
어디로 가야 돼
Yeah This smell's
Bad bad bad bad bad bad bad bad
This smell's
Bad bad bad bad bad bad bad bad
You could be girl
You kill me
This smell's
Bad bad bad bad bad bad bad bad
This smell's"
17,Burnout Syndrome,02:35,"Ok back에서 Shining diamond
가지고 왔어 안 보이던 나를
그림자 뒤에만 숨었던 날을
You know that?
Don't know yeah
내 인생 책으로 낸다면 Bible
나를 겪으면 의심해 나이를
쓰러져도 일어나는 Cycle
To repeat
Ye that's me
Let's go
My VANS tag 또 떼어 내
내가 PRADA 신을 때까지 큰대도
너무 지칠 땐 꼭 시간 내서
내 Bro 시끼들과 갈래 멀리로
이런 기분과 내 비싼 밤을 얻고
밑바닥을 안 기어 다닌대도
절대 잃지 않는 겸손이길
벌레 빼고 다 먹은 난 근본이 그쪽이지
당연히 가끔 Bad
인생은 빵을 줬다가도
거기에 벌레가 꼬이게 만들어
빵을 버리게 해
그다음 새롭게 너의 식량을 찾게 해
그게 New chance
Loser
Without you without you
너 없이 Fxxking Loser
Ok back에서 Shining diamond
가지고 왔어 안 보이던 나를
그림자 뒤에만 숨었던 날을
You know that?
Don't know yeah
내 인생 책으로 낸다면 Bible
나를 겪으면 의심해 나이를
쓰러져도 일어나는 Cycle
To repeat
Ye that's me
Now so I
신게 돼 PRADA
이제 무대 위에서 날아
받는 사랑이 너무 많아
이름 팔아 나는 살아
여기 올라와 보니 너무 아파
이제는 기억도 안 나 그 순간도
이 곡의 Verse 1을 썼을 때는 상상도 못 했어
평범했던 나일 때를 그리워할 줄 몰랐어
무리하고 또 무리하고 또 무리하고 또 무리해
그리워할 여유 따위가 없어
입 닥치고 들이대
Oh 난 여기를 바랐어 매일 밤
결국 달라진 내 모습을 봐
이 곡을 채운 건
결국 서로 다른 나야 You got it?
다 돼 걍 해
Loser
Without you without you
너 없이 Fxxking Loser
Ok back에서 Shining diamond
가지고 왔어 안 보이던 나를
그림자 뒤에만 숨었던 날을
You know that?
Don't know yeah
내 인생 책으로 낸다면 Bible
나를 겪으면 의심해 나이를
쓰러져도 일어나는 Cycle
To repeat
Ye that's me
Now so I"
17,LOVE me Remix (Feat. ASH ISLAND),02:54,"Hey girl Where you at? (Where you at?)
대체 어디서 뭐 하는지 궁금해
기분이 너무 Bad Bad (So bad)
침대가 허전해 잠이 안 오잖아
재미도 없어 TV show
너 데리고 놀던 Pretty boy
그 고민을 내게 털어놓던
너의 표정이 아직 선명해
소파에 밴 네 향기가 비릿해
내 몸이 자꾸 빠져 깊이 Yeah
미리 알아도 난 이리
멍청하게 행동을 해버린다니까
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Now I say I love you
So I love you
Now I say I love you
나 아프더라도 몰라
Now I say I love you
So I love you
Now I say I love you
나 아프더라도 몰라
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Now I say I love you
It’s been a long time
이런 말을 또 하기엔 어색해질까 봐
나 정말로 많이 참았어
많이 보고 팠지 널
많은 게 변했지만
유일하게 네가 쓰던 향수는 버리지 않았어
그뿐이겠어 너가 나갈 때 매일 멨던
그 가방도 그대로 차마 못 메겠어
안 되더라 뭐 어쩌겠어
미련이지 다
이건 한때
추억이었다고 난 말할래
아니다 안 할래
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Now I say I love you
So I love you
Now I say I love you
나 아프더라도 몰라
Now I say I love you
So I love you
Now I say I love you
나 아프더라도 몰라
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Now I say I love you
Oh please
Love me love me love me
Oh please
Love me love me love me
Oh please
Love me love me love me
I know I'm stupid
어쩔 수 없어 널 보고 싶은걸
Now I say I love you"
18,Lavender Haze,03:22,"Meet me at midnight
Staring at the ceiling with you
Oh you don't ever say too much
And you don't really read into
My melancholia
I been under scrutiny (Yeah oh yeah)
You handled it beautifully (Yeah oh yeah)
All this shit is new to me (Yeah oh yeah)
I feel the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn
What people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
All they keep asking me
(All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see
(Only kinda girl they see)
Is a one night or a wife
I find it dizzying (Yeah oh yeah)
They're bringing up my history (Yeah oh yeah)
But you weren't even listening (Yeah oh yeah)
I feel the lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze
That lavender haze
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
I feel the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn
What people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze
Get it off your chest
Get it off my desk
The lavender haze
I just wanna stay
I just wanna stay in that lavender haze"
18,Maroon,03:38,"When the morning came
We were cleaning incense off your vinyl shelf
'Cause we lost track of time again
Laughing with my feet in your lap
Like you were my closest friend
How'd we end up on the floor anyway?
You say
'Your roommate's cheap ass screw top rose 
that's how'
I see you every day now
And I chose you
The one I was dancing with
In New York no shoes
Looked up at the sky and it was
The burgundy on my t shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet it was
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet it was maroon
When the silence came
We were shaking blind and hazy
How the hell did we lose sight of us again?
Sobbing with your head in your hands
Ain't that the way shit always ends?
You were standing hollow eyed in the hallway
Carnations you had thought were roses
That's us
I feel you no matter what
The rubies that I gave up
And I lost you
The one I was dancing with
In New York no shoes
Looked up at the sky and it was (Maroon)
The burgundy on my t shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet it was (Maroon)
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet it was maroon
And I wake with your memory over me
That's a real fucking legacy legacy
(It was maroon)
And I wake with your memory over me
That's a real fucking legacy to leave
The burgundy on my t shirt
When you splashed your wine into me
And how the blood rushed into my cheeks
So scarlet it was maroon
The mark they saw on my collarbone
The rust that grew between telephones
The lips I used to call home
So scarlet it was maroon
It was maroon
It was maroon"
