앨범ID,곡명,재생시간,가사
39,Main Titles (You’ve Been Called Back to Top Gun),02:30,['nan']
39,Danger Zone,03:35,['nan']
39,Darkstar,03:01,['nan']
39,Great Balls Of Fire (Live),01:54,"['you shake my nerves and you rattle my brain', 'too much love drives a man insane', 'you broke my will but what a thrill', 'goodness gracious great balls of fire', ""i laughed at love 'cause i thought it was funny"", 'but you came along and you moved me honey', ""i've changed my mind this love is fine"", 'goodness gracious great balls of fire', 'kiss me baby', 'ooh that feels good baby', 'hold me baby', 'i wanna love you like a lover should', ""you're fine you're so kind"", ""i'ma tell the world that"", ""you're mine mine mine mine"", 'i chew my nails and i twiddle my thumbs', ""i'm getting nervous but it sure is fun"", ""come on baby you're drivin' me crazy"", 'goodness gracious great balls of fire', 'kiss me baby', 'ooh that feels good baby', 'hold me baby', 'i wanna love you like a lover should', ""you're fine you're so kind"", ""i'ma tell the world that"", ""you're mine mine mine mine"", 'i chew my nails and i twiddle my thumbs', 'i get nervous but it sure is fun', ""come on baby you're driving me crazy"", 'goodness gracious great balls of fire']"
39,You’re Where You Belong / Give ‘Em Hell,05:46,['nan']
39,I Ain't Worried,02:28,"[""i don't know what you've been told"", 'but time is running out no need to take it slow', ""i'm stepping to you toe-to-toe"", 'i should be scared honey maybe so', ""but i ain't worried 'bout it right now right now"", 'keeping dreams alive 1999 heroes', ""i ain't worried 'bout it right now right now"", ""swimmin' in the floods "", 'dancing on the clouds below', ""i ain't worried 'bout it"", ""i ain't worried 'bout it hey"", ""i don't know what you've been told"", ""but time is running out so spend it like it's gold"", ""i'm living like i'm nine-zeros"", 'got no regrets even when i am broke yeah', ""i'm at my best when i got something "", ""i'm wanting to steal"", 'way too busy for them problems ', 'and problems to feel yeah yeah', 'no stressing ', 'just obsessing with sealing the deal', ""i'll take it in and let it go"", ""but i ain't worried 'bout it right now right now"", 'keeping dreams alive 1999 heroes', ""i ain't worried 'bout it right now right now"", ""swimmin' in the floods "", 'dancing on the clouds below', ""i ain't worried 'bout it"", ""i ain't worried 'bout it hey"", ""ooh i ain't worried"", 'ooh oh no no', ""i ain't worried 'bout it right now right now"", 'keeping dreams alive 1999 heroes', ""i ain't worried 'bout it right now right now"", ""swimmin' in the floods "", 'dancing on the clouds below', ""i ain't worried 'bout it ooh hey"", ""i ain't worried 'bout it ooh hey"", ""i ain't worried 'bout it""]"
39,Dagger One Is Hit / Time To Let Go,05:06,['nan']
39,Tally Two / What’s The Plan / F-14,04:34,['nan']
39,"The Man, The Legend / Touchdown",03:54,['nan']
39,Penny Returns (Interlude),02:47,['nan']
39,Hold My Hand,03:45,"['to tell me you need me', 'hold my hand everything will be okay', 'i heard from the heavens', 'that clouds have been grey', 'pull me close wrap me in your aching arms', ""i see that you're hurtin'"", ""why'd you take so long"", 'to tell me you need me?', ""i see that you're bleedin'"", ""you don't need to show me again"", ""but if you decide to i'll ride in this life with you"", ""i won't let go 'til the end"", 'so cry tonight', ""but don't you let go of my hand"", 'you can cry every last tear', ""i won't leave 'til i understand"", 'promise me just hold my hand', 'raise your head look into my wishful eyes', ""that fear that's inside you will lift give it time"", ""i can see everything you're blind to now"", 'your prayers will be answered', 'let god whisper how', 'to tell me you need me', ""i see that you're bleedin'"", ""you don't need to show me again"", ""but if you decide to i'll ride in this life with you"", ""i won't let go 'til the end"", 'so cry tonight', ""but don't you let go of my hand"", 'you can cry every last tear', ""i won't leave 'til i understand"", ""promise you'll just hold my hand"", 'hold my hand hold my', 'hold my hand hold my hand', ""i'll be right here hold my hand"", 'hold my hand hold my', 'hold my hand hold my hand', ""i'll be right here hold my hand"", ""i know you're scared and your pain is imperfect"", ""but don't you give up on yourself"", ""i've heard a story a girl she once told me"", 'that i would be happy again', 'hold my hand yeah', 'hold my hand oh yeah', 'hold my hand hold my hand', 'hold my hand hold my hand', 'hold my hand', 'i heard from the heavens']"
39,Top Gun Anthem,02:29,['nan']
40,Talk that Talk,02:57,"['날 보는 eyes 씩 웃는 lips', '맘에 들지 i like it oh yeah', ""네 a to z 꽤 달콤해 that's right"", 'but i wanna skip just skip', '더 결정적인 thing that thing', '본론을 원해 빙빙 돌린', '서론 따위 말고 i mean l word', '더 더 더 더 더 더 보여줘 보여줘', '너 너 너 너 너 널 알려줘 알려줘', '지금 난 need some hints', '채우고 있어 너란 crosswords', 'beep beep beep beep beep, the time is up', '난 이미 알 것 같지만', '네 목소리로 바로 듣고 싶은데', 'baby 내 답은 뻔하잖아 yes or yes', '밀거나 당기는 괜한 시간 낭비는 싫으니', '과감하게 say it now 원해 1 to 10', '시작해볼까 right now', 'tell me what you want', 'tell me what you need', 'a to z 다 말해봐', 'but 시작은 이렇게 해', 'talk that talk 딱 한 마디', 'talk that talk l-o-v-e', '들려줘 ooh', 'now now now now now yeah', 'yeah turn it up', '너의 눈 look look look', '위아래로 roll roll roll', '읽었잖아 뭐 피차', '눈빛 사이 오고 가는 말', '차근차근 1, 2, 3 just 1, 2, 3', '더 친절하게 abc like abc', ""don't stop and just replay replay"", ""yeah that's my only request"", 'baby 날 안고 달콤하게 달콤하게', 'tell me now just tell me now', '때로는 뻔한 말이 더 좋다는 걸 알잖니', 'favorite part 지금이야 want it more', ""now we're almost there"", '시작해볼까 right now', 'tell me what you want', 'tell me what you need', 'a to z 다 말해봐', 'but 시작은 이렇게 해', 'talk that talk 딱 한 마디', 'talk that talk l-o-v-e', '들려줘 ooh', 'now now now now now yeah', '단순한 words 사랑한다는 말', '그게 다야 난 꾸밈없이 듣길 원하지', '미루지 않아 너에게 다가가', '난 심플하게', '다 말할게 i love you', 'tell me what you want ', 'tell me what you need ', 'a to z 다 좋지만 ', '난 이 말이 제일 좋은데', 'talk that talk 딱 한 마디', 'talk that talk l-o-v-e', 'oh yeah it sounds so good', '더 빠져들어 푹 ', 'tell me what you want', 'tell me what you need', '한 번 더 해줘', '그래 방금 그 말', 'talk that talk 딱 한 마디', 'talk that talk l-o-v-e', '들려줘 ooh', 'now now now now now yeah', 'yeah turn it up']"
40,Queen of Hearts,03:07,"['watch me run, watch me run away', 'got no ties left to yesterday', 'i know who i was put me here now', 'i got no intention to slow down ', 'burn my past in the fireplace', 'from the ashes i rise again', ""looking at the future it's so bright"", ""i'm gonna make it mine "", 'gonna make it mine', 'show you how i do', 'out here making these moves', ""ain't here to play"", ""you ain't ready for it"", 'watch me go, watch me go', 'rule the world', 'know you never doubted baby', ""i'mma go run the whole universe"", 'baby i was born to rule', ""yeah i'm the queen, i'm the queen"", ""and it's all because of you"", ""that i'm the queen of hearts "", 'see it clear as day', ""dreaming 'bout the way"", 'one day i would rule the world', ""and now that i'm surrounded by all my girls "", 'we be shining bright like diamonds and pearls', 'hey hey hey', 'you all made it like a movement, yeah', 'take a bow up on the stage', 'all my friends know how to do it', 'and you can do it too just follow hey', ""you're making me shine today"", 'yeah you can do it hey', 'yeah i do this everyday oh', 'show you how i do', 'out here making these moves', ""ain't here to play"", ""you ain't ready for it"", 'watch me go, watch me go', 'rule the world', 'know you never doubted baby', ""i'mma go run the whole universe"", 'baby i was born to rule', ""yeah i'm the queen, i'm the queen"", ""and it's all because of you"", ""that i'm the queen of hearts "", 'screaming out my name', 'see it in the stage lights', 'feel so lucky just to have ya', ""'cause i know deep down "", 'i was meant for something bigger, greater', ""i know you're seeing what i see"", 'see what i see ', ""yeah i'll be everything you need"", ""i know i'm gonna walk the walk "", 'and talk the talk to be', 'there can only be one ', ""you ain't ready for it"", 'watch me go, watch me go', 'rule the world', 'know you never doubted baby', ""i'mma go run the whole universe"", 'baby i was born to rule', ""yeah i'm the queen, i'm the queen"", ""and it's all because of you"", ""that i'm the queen of hearts "", 'so thank you for the memories', ""you're all the ones who made me"", 'so thank you for the memories', ""that i'm the queen of hearts""]"
40,Basics,02:57,"['first time 눈이 마주친 순간', '어질어질한 이 공간', '꿈 속인지 헷갈려 숨이 차올라', '조금 더 가까이 다가와 천천히', 'can you make me feel like a diamond?', 'but what the uh', ""다른 애들과는 달라 ain't beggin' for love"", '나쁜 건 아니잖아 이게 나라서', '어디로 튈지 몰라', 'like rainbow bubble gum', '그러니 날 꽉 붙잡아둬', '알아 나도 well about myself', '쉽지 않단 걸 you might want some help', 'you wanna try, but not tonight', ""so i'mma call my friend up, take off my makeup "", ""i'mma sleep good tonight ok"", 'i wanna wanna wanna take it to the basics', '다 원해 원해 원해? 서두르지 마 baby', '뻔해 뻔해 말해 뭐 해 다 알 텐데', 'ah yeah ah yeah ah yeah ah yeah', '타는 듯 뜨거운 사막 위에', '예쁘게 피어난 장미 같아', '조심스레 내게 다가올 때', '나도 모르게 찔러버릴 텐데', '긴장이 필요한 순간이야', '정신을 놓지 마 지금이야', '궁금하잖아 전화기를 들어', '질문을 던져 대답해줄게', '알아 나도 well about myself', '쉽지 않단 걸 you might want some help', 'you wanna try, but not tonight', ""so i'mma call my friend up, take off my makeup "", ""i'mma sleep good tonight ok"", 'i wanna wanna wanna take it to the basics', '다 원해 원해 원해? 서두르지 마 baby', '뻔해 뻔해 말해 뭐 해 다 알 텐데', 'ah yeah ah yeah ah yeah ah yeah', 'i wanna wanna wanna take it to the basics', 'slow it down and speed it up ', 'like you a spaceship', 'baby later 남겨 줄게 my location', 'ah yeah ah yeah ah yeah ah yeah', '부족하다고 넌 느끼겠지만', '기본에 충실한 태도일 뿐이야', '우리 둘 사이 팽팽한 긴장감', '놓지 않는 게 더 좋단 걸 알아', ""i know it feels like you're paying the price"", '내 모든 것을 더는 바라지마', ""so let's take it back oh"", ""let's take it back"", 'i wanna wanna wanna take it to the basics', '다 원해 원해 원해? 서두르지 마 baby', '뻔해 뻔해 말해 뭐 해 다 알 텐데', 'ah yeah ah yeah ah yeah ah yeah', 'i wanna wanna wanna take it to the basics', 'slow it down and speed it up ', 'like you a spaceship', 'baby later 남겨 줄게 my location', 'ah yeah ah yeah ah yeah ah yeah']"
40,Trouble,03:35,"['돌이킬 수 없어 이미 우린', '아슬한 줄다리기 속에 yeah ', '우린 서로를 끌어당겨', 'baby oh no oh no', ""hey we're in trouble"", ""let's go"", '처음 본 느낌은 feel so right', '전율이 날 꽉 끌어안아', 'oh yeah yeah ', '경고등에 불이 켜져 버렸으니', '솔직하게 난 stuck on you oh yeah', '돌이킬 수 없어 이미 우린', '아슬한 줄다리기 속에 yeah ', '우린 서로를 끌어당겨', 'baby oh no oh no', ""hey we're in trouble"", ""baby we're in trouble trouble"", ""so you're good for me "", ""이끌린 날 can't control "", ""또 네 앞에만 서면 i'm terrible babe"", ""you got me i think we're in trouble"", ""baby yeah that's trouble "", 'i like this trouble', 'trouble yeah', 'i like this trouble', 'trouble yeah', 'na na na na na', 'baby t.w.i.c.e', 'i like this trouble ', 'i like this trouble ', '감춰 봤자 그건 fake', '빠진 함정은 sweet cake', 'you cannot resist this', 'cannot miss this', 'such a bliss', ""i'mma put it down down "", 'oh yeah better kiss kiss', '위험할수록 더 더 ', '빠질수록 더 더', 'falling down ', 'falling down', 'falling down low', '벗어날 수 없는 걸', '돌이킬 수 없어 이미 우린', '아슬한 줄다리기 속에 yeah ', '우린 서로를 끌어당겨', 'baby oh no oh no', ""hey we're in trouble"", ""baby we're in trouble trouble"", ""so you're good for me "", ""이끌린 날 can't control "", ""또 네 앞에만 서면 i'm terrible babe"", ""you got me i think we're in trouble"", ""baby yeah that's trouble "", 'i like this trouble', 'trouble yeah', 'i like this trouble', 'trouble yeah', 'na na na na na', 'baby t.w.i.c.e', 'i like this trouble ', 'i like this trouble ', '이제는 우리의 시작과 끝이란 건 알 수 없어', '우리는 ending이 없어진 위험한 story 되어', '베일에 가려진 뜨거운 마음이 타오르면 oh ', ""baby we're in trouble trouble"", ""so you're good for me "", ""이끌린 날 can't control "", ""또 네 앞에만 서면 i'm terrible babe"", ""you got me i think we're in trouble"", ""baby yeah that's trouble "", 'i like this trouble', 'trouble yeah', 'i like this trouble', 'trouble yeah', 'na na na na na', 'baby t.w.i.c.e', 'i like this trouble ', 'i like this trouble ', 'woo wee woo wee woo', 'i like this trouble baby', 'woo wee woo wee woo', 'i like this trouble baby', 'woo wee woo wee woo', 'i like this trouble baby', 'woo wee woo wee woo', 'i like this trouble']"
40,Brave,03:09,"['brave brave brave for ya', 'brave brave brave for ya', '유난히 깜깜한 밤이', '두렵던 세상 위 felt so lonely', '여전히 헤매는 사이 커버린 세상이 ', 'so hard to breathe', '지금 ooh 작은 빛 하나 없이 ', '날 다시 일으키는 sign', 'ooh 들려온 네 목소린 날 다시 뛰게 해 so fine', '벅찬 숨을 고르고 앞을 봐 ', '난 제대로 네가 내게 전해온', 'brave brave brave for ya', 'brave, ah', ""i'm never alone, so i'm never alone"", 'brave brave brave for ya', 'brave, ah', '내 상처는 너 하나로 차올라', ""i can't live without you"", 'oh na na na 넌 날 나이게 해', 'on and on and on', 'brave brave brave for ya', 'oh na na na 넌 날 숨 쉬게 해', 'on and on and on oh trust me babe', 'ya ya ya', 'ooh 끝없는 미로 같던 날 길이 돼준 너란 sign', 'ooh 커지는 네 목소린 날 다시 뛰게 해 so fine', '벅찬 숨을 고르고 앞을 봐 ', '난 제대로 이젠 네게 전해줄', 'brave brave brave for ya', 'brave, ah', ""i'm never alone, so i'm never alone"", 'brave brave brave for ya', 'brave, ah', '내 상처는 너 하나로 차올라', ""i can't live without you"", 'oh na na na 넌 날 나이게 해', 'on and on and on', 'brave brave brave for ya', 'oh na na na 넌 날 숨 쉬게 해', 'on and on and on oh trust me babe', '더 깊은 상처들에 아물지 않던 ', '내 맘에 내리던 rain', '어느새 멎게 해 넌', '내 유일한 believer ', '좀 더 멀리 날 달리게 만든 dreamer', 'i can hear you calling', 'only you', 'brave, ah', ""i'm never alone, so i'm never alone"", 'brave brave brave for ya', 'brave, ah', '내 상처는 너 하나로 차올라', ""i can't live without you"", 'oh na na na 넌 날 나이게 해', 'on and on and on', 'brave brave brave for ya', 'oh na na na 넌 날 숨 쉬게 해', 'on and on and on oh trust me babe']"
40,Gone,03:15,"['순간의 흔들림으로 쉽게 질려 떠나버리고', 'i wonder what else', '입술에 침 바른 소리도', 'no 넌 듣기에 좋은 말들로만', '달콤하게 속였지만', '앞으론 듣지 않을 거야 yeah', 'if you see me', 'get away from me, ah woo', 'far away from me, ah woo', '더 이상의 기회는 없으니까', 'i see the lies on the tip of your tongue', '널 향했던 믿음 모두 다', '안개처럼 사라져버려 gone, gone', '어둠 속에 감추던 your mind', '이제라도 알아챘으니', '안개처럼 사라져버려 gone, gone', 'hey hey 이랬다저랬다 하는 너의 변심에', '지쳤어 별 의미 없는 짓인데 oh 결국엔 너로 인해', ""모든 게 시작된 거야 i'm sure you know"", ""you can't deny it, you can't deny it"", '처음엔 믿기 힘들었지 그만큼 커져 가는 미움', '헛된 희망과 실망까지 ', '등을 돌려 그늘진 마음 oh yeah', 'if you see me', 'get away from me, ah woo', 'far away from me, ah woo', '더 이상의 기회는 없으니까', 'i see the lies on the tip of your tongue', '널 향했던 믿음 모두 다', '안개처럼 사라져버려 gone, gone', '어둠 속에 감추던 your mind', '이제라도 알아챘으니', '안개처럼 사라져버려 gone, gone', '참는 것도 한두 번이라고', 'my patience, invisible', ""찾아볼 수 없어 it's all gone"", '돌이키려고 해도 늦었어', '이제 와서 소용없어', ""떠나가 버렸어 it's long gone"", '변덕스러운 맘 가진 너는 out ', ""i know that you know what i'm talking about "", 'nothing you could say that ', 'could turn this around', ""i'm gone"", 'i see the lies on the tip of your tongue', '널 향했던 믿음 모두 다', '안개처럼 사라져버려 gone, gone', '어둠 속에 감추던 your mind', '이제라도 알아챘으니', '안개처럼 사라져버려 gone, gone']"
40,When We Were Kids,03:09,"['we were kids 호기심 가득하던 때', '조금 서툴렀었지', 'you and me 티 없이 맑은 눈까지', '서로를 닮았었지', 'wish i could meet the younger me', '그 시절 속 순수했던 모든 마음 잊지 말아 줄래', 'invincible superheroes 어른이 되고 싶었어', '더 높고 푸른 세상을 향해서', 'remember when we were kids', '어릴 적에는 몰랐었지 다시 돌아갈 수 있다면', '더 많이 사랑할 수 있을 거야', 'remember when we were kids', 'this story 함께 펼쳐 나간 pages', '그리고 our drawing', 'everything 성장해 단단해진 사이', '더욱 짙은 meaning', 'wish i could meet the younger me', '그 시절 속 순수했던 모든 마음 잊지 말아 줄래', 'invincible superheroes 어른이 되고 싶었어', '더 높고 푸른 세상을 향해서', 'remember when we were kids', '어릴 적에는 몰랐었지 다시 돌아갈 수 있다면', '더 많이 사랑할 수 있을 거야', 'remember when we were kids', 'i wish that i could meet', 'could meet the younger me', 'i wish that i could meet', 'could meet the younger me', 'i wish that i could meet', 'could meet the younger me', 'i wish that i could meet', 'invincible superheroes 어른이 되고 싶었어', '더 높고 푸른 세상을 향해서', 'remember when we were kids', '어릴 적에는 잘 몰랐어', '다시 돌아갈 수 있다면', '더 많이 사랑할 수 있을 거야', 'remember when we were kids', 'back when we were kids', 'back when we were kids', '더 높고 푸른 세상을 향해서', 'remember when we were kids', 'i wish that i could meet', 'could meet the younger me', 'i wish that i could meet', 'could meet the younger me', 'i wish that i could meet', 'could meet the younger me', 'i wish that i could meet', 'oh we were kids']"
41,미스터,03:11,"['la la la la la la', 'la la la la la la', 'la la la la la la', '1, 2, 3, 4, 5, 6 boom it', 'la la la la la la', 'la la la la la la', 'la la la la la la', '언뜻 괜찮네 내 눈에 좀 들어오네', '눈에 띄네 살짝 조금 관심이 가네', '똑딱똑딱 시계만 자꾸자꾸 흘러가', '흘낏흘낏 시선만 자꾸자꾸 널 향해', '방긋방긋 미소만 웃음 끝만 흘리고', '이젠 이젠 여길 봐 hey', 'hey 거기 거기 mister 여길 좀 봐봐 mister', '그래 바로 너 mister 내 옆으로 와 mister', 'la la la la la la', 'hey 여기 mister 이젠 날 봐봐 mister', '한참 바랬어 mister 이름이 뭐야 mister', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'la la la la la la', '1, 2, 3, 4, 5, 6 boom it', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'mister hey mister', '언뜻 날 보는 시선이 또 마주치네', '시선이 마주친 순간 가슴이 터질듯해', '맘에 드네 자꾸 조금 과감해지네', '조금씩 더 가까이', '콩닥콩닥 가슴만 자꾸자꾸 뛰어가', '솔깃 솔깃 귓가만 자꾸자꾸 널 향해', '방긋방긋 미소만 웃음 끝에 날리고', '이젠 이젠 여길 봐', 'hey 거기 거기 mister 여길 좀 봐봐 mister', '그래 바로 나 mister 내 앞으로 가 mister', 'la la la la la la', 'hey 여기 mister 이젠 날 봐봐 mister', '한참 바랬어 mister 이름이 뭐야 mister', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'hey 거기 거기 mister 여길 좀 봐봐 mister', '그래 바로 나 mister 내 앞으로 가 mister', 'la la la la la la', 'hey 여기 mister 이젠 날 봐봐 mister', '한참 바랬어 mister 이름이 뭐야 mister', 'hey 거기 거기 mister 여길 좀 봐봐 mister', '눈을 맞춰봐 mister 수줍어 말고 mister', 'la la la la la la', 'hey 여기 mister 네가 궁금한 mister', '뭐든 말해봐 mister 어디서 왔니 mister', 'la la la la la la', 'hey mister', 'la la la la la la', 'la la la la la la', 'la la la la la la', '1, 2, 3, 4, 5, 6 boom it', 'la la la la la la', 'la la la la la la', 'la la la la la la', 'hey mister']"
41,Wanna,03:05,"['just wanna think about ', 'i wanna think about ', 'just wanna think about ', 'i wanna think about ', 'just wanna think about ', 'i wanna think about ', 'just wanna think about ', 'i wanna think about ', '망설이는 것도 정말 난 지겹잖아요 oh oh oh oh', '기다리는 것도 정말 난 어렵잖아요 oh oh oh oh', '어이해 어이해 난 어이해 어이해 난', '눈치 없는 그대가 미워', '어이해 어이해 난 어이해 어이해 난', '어서 빨리 말하란 말이야', '그대를 사랑해 my love', '그대를 사랑해 my love', '그대를 사랑해 난 그대를 사랑해', '난 그대를 사랑해 my love', '그대를 사랑해 my love i wanna think about', '그대를 사랑해 my love just wanna think about', '그대를 사랑해 난 그대를 사랑해', '난 그대를 사랑해 my love', 'just wanna think about ', 'i wanna think about', 'just wanna think about ', 'i wanna think about', '내 맘 가져간 것도 그댄 잘 했잖아요 oh oh oh oh', '고백하는 것도 다른 것 아니잖아요 oh oh oh oh', '어이해 어이해 난 어이해 어이해 난', '눈치 없는 그대가 미워', '어이해 어이해 난 어이해 어이해 난', '어서 빨리 말하란 말이야', '그대를 사랑해 my love', '그대를 사랑해 my love', '그대를 사랑해 난 그대를 사랑해', '난 그대를 사랑해 my love', '그대를 사랑해 my love i wanna think about', '그대를 사랑해 my love just wanna think about', '그대를 사랑해 난 그대를 사랑해', '난 그대를 사랑해 my love', 'everybody come on everybody come on', 'everybody come on ba ba ya ', 'everybody come on everybody come on', 'everybody come on ba ba ya ', '그대를 사랑해 my love', '그대를 사랑해 my love', '그대를 사랑해 난 그대를 사랑해', '난 그대를 사랑해 my love oh my love', '그대를 사랑해 my love i wanna think about', '그대를 사랑해 my love just wanna think about', '그대를 사랑해 난 그대를 사랑해', '난 그대를 사랑해 my love', 'just wanna think about ', 'i wanna think about ', 'just wanna think about ', 'i wanna think about ', 'just wanna think about ', 'i wanna think about ', 'just wanna think about ', 'i wanna think about']"
41,마법,03:29,"['눈물이 모두 흘러 다시 온 줄 알았어', '추억이 모두 말라 괜찮은 줄 알았어', '우연히 내 눈에 띈 간직하던 메시지', '모두 잊었어 모두 잊었어', '모두 잊은 줄 알았어', '시간이 멈춰 있어 시간이 멈춰 있어', '눈물이 비워내면 또다시 네가 찾아와', '기억이 모두 식어 다 잊은 줄 알았어', '사랑이 모두 말라 비워낸 줄 알았어', '가끔씩 찾아오던 너의 미니홈피', '이젠 멈췄어 이젠 멈췄어', '이젠 멈춘 줄 알았어', '마법에 빠져있어 마법에 빠져있어', '눈물로 비워내면 또다시 네가 찾아와', 'rap', '시간아 멈춰 stop 멈춰 내 반쪽 깊숙이 감춰', '꿈속의 내 사랑과 춤춰', '네가 내겐 아직 가득한 걸 네가 없는데', '나 어떡해 나 혼자 가면 난 어떡해', '나 아직도 여기서 있는데 나 어떡해 나 어 떡 해', '시간이 멈춰있어 눈물이 모두 흘렀어', '시간이 멈춰있어다 지운 줄만 알았어', '눈물로 비워내면 또다시 네가 찾아와', '마법에 빠져있어 마법에 빠져있어', '눈물로 비워내면 또다시 네가 찾아와']"
41,몰래몰래,03:08,"['자꾸 눈물이 나 가슴이 아려오고', '추억 하나하나도 떠나질 않아 love you', 'honey 어디 있니 너 애타는 맘 i love you', '대답해 예전처럼', '매일 눈이 부시게 눈이 부시게 나타나주고 ', '사랑스럽게 사랑스럽게 입맞춤해줬잖아', '마음 졸이게 마음 졸이게 해놓고 떠나니 ', '상처뿐인 마음인데', '몰래 다짐해도 몰래몰래 울어봐도 ', '몰라 몰라 네가 없어 미워', '사랑 따윈 싫어 사랑 때문에 너 땜에 아픈 내 맘 알까', '돌아온다면 yeah ', '거짓말이 맞니 우리 이별했던 게', '아니 거짓말 아냐 이렇게 너 없는데', '나만 남겨졌다고 하소연해도 ', '아무 소식도 없는 너야', '매일 눈이 부시게 눈이 부시게 나타나주고', '사랑스럽게 사랑스럽게 입맞춤해줬잖아', '마음 졸이게 마음 졸이게 해놓고 떠나니', '내 가슴엔 너 하난데', '몰래 다짐해도 몰래몰래 울어봐도 ', '몰라 몰라 네가 없어 미워', '사랑 따윈 싫어 사랑 때문에 너 땜에 아픈 내 맘 알까', '사랑해 보고파 너무 그리워 ', '이렇게 울지만 안 울 거야 미안해 고마워 ', '하고픈 말 너무 많아 전하고 싶어', '몰래 다짐해도 몰래몰래 울어봐도', '몰라 몰라 네가 없어 미워', '사랑 따윈 싫어 사랑 때문에 너 땜에 아픈 내 맘 알까', '다짐해도 울어봐도 네가 없어', '몰래몰래 너를 잊어볼래', '사랑 안 해 사랑 못해 생각을 해 everyday']"
41,Let It Go,03:08,"['ladies we need to break it down a bit', 'know what im saying', ""c'mon boys? they never learn do they"", '이별은 늘 쿨하게 사랑은 가볍게 그렇게 하면 되니', '언제나 네 멋대로 뜻대로 맘대로 쉽게만 생각하니', '귀찮다는 네 표정은 no no no!', '피곤해~ 점점 지쳐~ 정말 넌 눈치 없어', '쓸데없는 자존심은 no no no!', '안 통해 내 앞에 선', 'come on~ go~ let it go 새카만 너의 마음', 'you just let me go 다 보여', 'come on~ go~ let it go 뻔뻔한 너의 웃음 ', 'oh oh oh oh oh 이제는 싫어', '사사건건 유치한 사소한 말장난 그게 넌 재미있니', '세상을 다 가진 척 있는 척 아는 척 정말 넌 왜 그러니', '골치 아픈 네 행동은 no no no!', '한심해~ 말도 못 해~ 정말 난 미치겠어', '대담한 네 스킨십은 no no no!', '더 이상 못 참겠어', 'come on~ go~ let it go 새카만 너의 마음', 'you just let me go 다 보여', 'come on~ go~ let it go 뻔뻔한 너의 웃음 ', 'oh oh oh oh oh 이제는 싫어', '끝없는 밀고 당기기 지루하게 so 비참하지', 'say what what what what', '너의 속셈 난 알고 있지', '한심한 너 부끄럽지 않니', 'hey hey hey hey hush', '가슴이 갑갑해 제발 좀 그만해 oh', '속 보이는 거짓말 말 안 해도 다 아는데', '왜 넌 이해 못 해 oh', 'come on go let it go', '이젠 좀 비켜줄래', 'you just let me go 가버려', 'come on go let it go', '차갑게 냉정하게 oh oh oh oh oh', '다 잊고 살래', 'every time & every night', '솔직히 홀가분해', 'every time & every night uh~ uh~uh~uh~', 'every time & every night', '새롭게 시작할래 uh~ uh~uh~uh~ uh~', '있을 때 잘해']"
41,Take A Bow,03:15,"['take a bow take a bow 좀 더 강하게', 'take a bow take a bow 좀 더 진하게', 'never chance never chance 주문을 걸어', ""to love it's all right"", ""do it do it do it do it you're my boy "", '갖고 싶잖아 알고 있잖아', 'do it do it do it do it 알잖아 ', '특별한 너란 걸 너무 잘 알잖아', 'just do it 그 눈빛 just do it 그 입술 ', 'just do it 아찔한 그 미소가', '하나하나 내 마음을 재촉해 ', '어때 숨이 막혀오지', 'take a bow take a bow 좀 더 강하게', 'take a bow take a bow 좀 더 진하게', 'never cry never cry 주문을 걸어', ""to love it's all right oh baby"", ""do it do it do it do it i'm your girl "", '다가가 볼게 바라봐 줄래', 'dododo do it do it do it do it 말해봐 ', '특별한 나인걸 너무 잘 알 거야', ""let's do it 날 봐봐 let's do it 느껴봐 "", ""let's do it 숨겨진 내 매력을"", '하나하나 눈을 감고 상상해 ', '어때 숨이 막혀오지', 'take a bow take a bow 좀 더 강하게', 'take a bow take a bow 좀 더 진하게', 'never cry never cry 주문을 걸어', ""to love it's all right oh baby"", '말해줘 너는 내 것', '사랑해줘 나는 네 거', '오늘부터 숨이 막혀', '너도 느껴 너도 느껴', 'take a bow take a bow 좀 더 강하게', 'take a bow take a bow 좀 더 진하게', 'never chance never chance 주문을 걸어', ""to love it's all right"", 'take a bow take a bow 좀 더 강하게', 'take a bow take a bow 좀 더 진하게', 'never cry never cry 주문을 걸어', ""to love it's all right oh baby""]"
