앨범ID,곡명,재생시간,가사
33,Unstable (feat. The Kid LAROI),02:38,"['uh uh uh uh unstable', 'sometimes i think i overthink', 'and i start to feel anxiety', 'there were times', ""i couldn't even breathe"", 'but you never once abandoned me', 'i tried to scare you scare you away', 'showed you the door you adored me anyway', 'when i was broken in pieces', 'you were my peace of mind', 'you were my peace of mind', 'yeah you loved yeah you loved', 'yeah you loved me when i was unstable', 'never judged never judged', 'never judged me when', 'i was unable to love myself to trust myself', 'yeah you loved yeah you loved', 'yeah you loved me when i was unstable', 'white knuckles tryna hold my sanity', 'not every wound is the kind that bleeds uh uh', ""never know when my mind's gonna"", 'turn on me', ""but you're the one i call for security"", 'these memories have been toxic', 'i tried to ween and get off it', 'through everything you been my rock', ""i think you're the only thing"", ""i didn't get wrong"", 'oh i know god was listening', 'every night when i would pray', ""you're an angel watchin' over me"", 'all i need', 'i tried to scare you scare you away', 'showed you the door you adored me anyway', 'when i was broken in pieces', 'you were my peace of mind', 'you were my peace of mind', 'yeah you loved yeah you loved', 'yeah you loved me when i was unstable', 'never judged never judged', 'never judged me', 'when i was unable to love myself', 'to trust myself', 'yeah you loved yeah you loved', 'yeah you loved me when i was unstable']"
33,MLK Interlude,01:44,"['i say to you this morning', 'that if you have never found something', 'so dear and so precious to you', 'that you will die for it', ""then you aren't fit to live"", 'you may be 38 years old as i happen to be', 'and one day some great opportunity', 'stands before you', 'and calls upon you to stand up', 'for some great principle', 'some great issue some great cause', 'and you refuse to do it', 'because you are afraid', 'you refuse to do it', 'because you want to live longer', ""you're afraid that you will lose your job"", ""or you're afraid that you will be criticized"", 'or that you will lose your popularity', ""or you're afraid that somebody will stab you"", 'or shoot at you or bomb your house', 'and so you refuse to take the stand', 'well you may go on and live until you are 90', ""but you're just as dead at 38"", 'as you would be at 90', 'and the sensation of breathing in your life is', 'but the belated announcement of', 'an earlier death of the spirit', 'you died when you refused', 'to stand up for right', 'you died when you refused', 'to stand up for truth', 'you died when you refused', 'to stand up for justice']"
33,Die For You (feat. Dominic Fike),03:18,"['ba ba da ba da', 'ba ba da', 'ba ba da ba da ba', ""she's a stranger to the nightshift"", 'the type of girl you only dream about', 'i was lost under the lights yeah yeah', 'an angel in the flames she pulled me out', 'next time that i get get get get get her', ""i'ma tell her in every kind of way"", 'yeah yeah yeah yeah yeah', 'i would walk the burning fire', 'even if your kiss could kill me', 'you know i would die for you', 'yeah i would die for you', 'yeah yeah yeah yeah', 'paint it passion my desire', 'although right now it would ＿', 'you know i would die for you', 'the rest of my life for you', 'yeah yeah yeah yeah', 'ba ba da ba da', 'ba ba da i would die for you', 'ba ba da ba da ba', ""she's a danger to the mindset"", 'displaced and stretched it out in every way', ""crossin' every line yeah"", 'to to touch base', 'until you finally come astrain', ""and i know this ain't rocket science"", 'and i never leave the house', 'without checking on your first', 'and begin to wonder', 'next time that i get get get get get her', ""i'ma tell her in every kind of way"", 'yeah yeah yeah yeah yeah', 'i would walk the burning fire', 'even if your kiss could kill me', 'you know i would die for you die for you', 'yeah i would die for you yeah', 'paint it passion my desire', 'although right now it would ＿', 'you know i would die for you die for you', 'the rest of my life for you', 'yeah yeah yeah yeah yeah', 'oh i would die i would die i would die', 'oh i would die i would die i would die', 'i would walk the burning fire', 'even if your kiss could kill me', 'you know i would die for you', 'i would die for you', 'yeah i would die for you', 'i would die for you baby', 'paint it passion my desire', 'although right now it would ＿', 'you know i would die for you die', 'the rest of my life for you', 'yeah yeah yeah yeah yeah yeah', 'yeah yeah', 'yeah', 'i would die for you']"
33,Hold On,02:50,"['you know you can call me', 'if you need someone', ""i'll pick up the pieces if you come undone"", 'painting stars up on your ceiling', ""'cause you wish that you could find some"", 'feeling yeah you', 'you know you can call me', 'if you need someone', 'i need you to hold on', 'heaven is a place not too far away', 'we all know i should be the one', 'to say we all make mistakes', 'we all make mistakes', 'take my hand and hold on', 'tell me everything that you need to say', ""'cause i know"", 'how it feels to be someone someone', 'feels to be someone who loses their way', ""you're looking for answers"", 'in a place unknown', 'you need the connection', ""but you can't get close can't get close"", 'painting stars up on your ceiling', ""'cause you wish that"", 'you could find some feeling yeah you', 'you know you can call me', 'if you need someone', 'i need you to hold on hold on', 'heaven is a place not too far away', 'away yeah', 'we all know i should be the one', 'to say we all make mistakes', 'we all make mistakes', 'take my hand and hold on', 'oh oh oh woah oh woah', 'tell me everything that you need to say', ""'cause i know how it feels to be someone"", 'feels to be someone who loses their way', ""midnight 'til morning"", 'call if you need somebody', 'i will be there for you', 'i will be there for you', ""midnight 'til morning"", 'call if you need somebody', 'i will be there for you', 'i need you to hold on', 'heaven is a place not too far away', 'we all know i should be the one', 'to say we all make mistakes', 'we all make mistakes', 'take my hand and hold on hold on', 'tell me everything that you need to say', ""'cause i know how it feels to be someone"", 'ooh yeah', 'feels to be someone who loses their way', ""midnight 'til morning"", 'call if you need somebody', 'i will be there for you oh yeah yeah', ""midnight 'til morning"", 'call if you need somebody', 'i will be there for you']"
33,Somebody,02:59,"['every time i wake up next to you', 'i talk to god', ""and i'm so damn grateful"", ""'cause you make up for"", ""all the things i'm not"", ""didn't know i need nothing"", ""'til i needed you"", ""in a world that's spinnin'"", ""it ain't easy lettin' go"", 'eight billion people always', ""just lookin' for hand to hold"", ""everyone's tryna find someone to hold on to"", ""it's okay it's okay"", ""we all try to pretend that we're brave"", ""when i'm weak i'm stronger"", 'because of you at end of the day', 'everybody need somebody', 'everybody need somebody', 'somebody will remind you', ""that you're not alone"", ""who gon' defend you like an army"", 'and never let go never let go', 'everybody need somebody', 'everybody need somebody', 'somebody to wake up to', ""when everyone's gone"", 'so if you need me then you got me', 'if you need me then you got me', ""i'll be the shoulder that you cry on"", 'everybody need some', 'everybody need some', 'every time i look at you', ""i'm lookin' at a star"", ""it's the way you light up every room"", 'just being who you are', ""didn't know i need nothing"", ""'til i needed you"", 'but before i met you', 'i never believed in magic', 'but you stole my heart', 'before anyone knew you had it', 'i know that you know', ""that what we got it don't come easy"", ""it's okay it's okay"", ""we all try to pretend that we're brave"", ""when i'm awake i'm stronger"", 'because of you at end of the day', 'everybody need somebody', 'everybody need somebody', 'somebody will remind you', ""that you're not alone"", ""who gon' defend you like an army"", 'and never let go never let go', 'everybody need somebody', 'everybody need somebody', 'somebody to wake up to', ""when everyone's gone"", 'so if you need me then you got me', 'if you need me then you got me', ""i'll be the shoulder that you cry on"", 'everybody need some', 'everybody need some somebody']"
33,Ghost,02:33,"[""youngblood thinks there's always tomorrow"", 'i miss your touch some nights', ""when i'm hollow"", ""i know you cross the bridge that i can't follow"", 'since the love that you left is all that i get', 'i want you to know that', ""if i can't be close to you"", ""i'll settle for the ghost of you"", 'i miss you more than life', ""and if you can't be next to me"", 'your memory is ecstasy', 'i miss you more than life', 'i miss you more than life', ""youngblood thinks there's always tomorrow"", ""i need more time but time can't be borrowed"", ""i'd leave it all behind if i could follow"", 'since the love that you left is all that i get', 'i want you to know that', ""if i can't be close to you"", ""i'll settle for the ghost of you"", 'i miss you more than life', ""and if you can't be next to me"", 'your memory is ecstasy', 'i miss you more than life', 'i miss you more than life', ""so if i can't be close to you"", ""i'll settle for the ghost of you"", 'i miss you more than life', ""and if you can't be next to me"", 'your memory is ecstasy', 'i miss you more than life', 'i miss you more than life']"
33,"[19금] Peaches (feat. Daniel Caesar, Giveon)",03:18,['nan']
33,Love You Different (feat. BEAM),03:06,"['i will love you different', 'just the way you are', 'and i will love you different', 'you pull up in a foreign', 'you that new york time', 'easy sunday morning front seat', 'when we touch i think', 'we skip a beat beep beep beep', ""it's a movie with you got me at the edge"", 'let me see', ""there's a beauty on your lips"", 'i drown with every kiss', ""i'm not used to this"", ""there's nothing i won't give"", ""don't like making promises"", 'just remember this', 'i will love you different', 'just the way you are', 'and i will love you different', ""that's what you been looking for"", ""you're the fruit of my life"", 'that patient kind', 'that tongue got me tongue tied', ""and that's why"", 'i will love you different', 'just the way you are', 'no matter how different', ""you're beautiful"", ""i can't make this up no baby"", ""ain't no need to beat your face in fenty"", 'want you on the cover under the covers', ""ain't no rubbers on this planet"", ""i'll treat you like a mother"", ""let's make babies"", ""there's beauty on your lips"", 'i drown with every kiss', ""i'm not used to this"", ""there's nothing i won't give"", ""don't like making promises"", 'just remember this', 'i will love you different', 'just the way you are', 'and i will love you different', ""that's what you been looking for"", ""you're the fruit of my life"", 'that patient kind', 'that tongue got me tongue tied', ""and that's why"", 'i will love you different', 'just the way you are', 'i and i', 'need you in my life', 'even when the fire burning', 'i need you find the light', ""it's a different night"", 'with you right by my side', 'you mix the color color color color', 'see the future bright', ""this here mutual it's not usual"", ""when i'm around you i i i ooh"", 'dem goose bumps dem goose bumps', 'the truth hurt and you know', 'a real ting we feel this time ooh', 'you gimme goose bumps yeah yeah', 'i will love you different', 'just the way you are', 'and i will love you different', ""that's what you been looking for""]"
33,Loved By You (feat. Burna Boy),02:39,"['i bought a castle in france', ""and it's the same one"", 'i build in the sand for you when i was two', 'i thought i painted a picture of heaven', ""but it turns out it's just your room"", 'just your room', 'i run off the end of the earth', ""just to see you if you'd catch me"", 'when i know you let me fall every time', 'all i do is wish that i could change myself', 'i wish that i could change my all i do', 'is wait around and hate myself', 'oh i hate the way i need to be loved by you', 'i wish that i could change myself', 'i wish that i could change my all i do', 'is wait around and hate myself', 'oh i hate the way i need to be loved by you', 'i need to be loved by you', 'i need to be loved by you', 'i need to be loved by you', 'i need to be loved by you', ""i remember when we started datin'"", ""the only ting that you and me was chasin'"", ""the kinda lovin' that they couldn't play with"", ""you know my lovin' is an everyday ting baby"", 'even when in different places', ""textin' and messagin' and talkin' crazy"", ""when i'm with you it feel like it's a daydream"", ""that's how i know that"", 'you would always be my baby', 'all i do is wish that i could change myself', 'i wish that i could change my all i do', 'is wait around and hate myself', 'oh i hate the way i need to be loved by you', 'i wish that i could change myself', 'i wish that i could change my all i do', 'is wait around and hate myself', 'oh i hate the way i need to be loved by you', 'i walked a thousand miles', 'i walked in every door', ""it's not enough"", ""it's still your love i'm lookin' for"", ""it's just the way i'm wired"", ""whenever i'm wrong or right"", 'i only got one thing i need', 'i need to be loved by you', 'i need to be loved by you', 'i need to be loved by you', 'i need to be loved by you']"
33,Anyone,03:10,"['dance with me under the diamonds', 'see me like breath in the cold', 'sleep with me here in the silence', 'come kiss me silver and gold', ""you say that i won't lose you"", ""but you can't predict the future"", 'so just hold on like you will never let go', 'yeah if you ever move on without me', 'i need to make sure you know that', ""you are the only one i'll ever love"", 'i gotta tell ya gotta tell ya', ""yeah you if it's not you it's not anyone"", 'i gotta tell ya gotta tell ya', ""lookin' back on my life"", ""you're the only good"", ""i've ever done ever done"", ""yeah you if it's not you"", ""it's not anyone anyone not anyone"", ""forever's not enough time to oh"", 'love you the way that i want', 'love you the way that i want', ""'cause every mornin' i'll find you oh"", ""i fear the day that i don't"", ""you say that i won't lose you"", ""but you can't predict the future"", ""'cause certain things are out of our control"", 'yeah if you ever move on without me', 'i need to make sure you know that', ""you are the only one i'll ever love"", 'only one i gotta tell ya gotta tell ya', ""yeah you if it's not you it's not anyone"", 'i gotta tell ya gotta tell ya', ""lookin' back on my life you're the only good"", ""i've ever done i've ever done"", ""yeah you if it's not you it's not anyone"", ""it's not anyone not anyone"", 'oh oh oh oh', ""if it's not you it's not anyone"", 'oh oh oh yeah woah', ""yeah you are the only one i'll ever love"", 'i gotta tell ya gotta tell ya', 'yeah oh oh oh oh', ""yeah you if it's not you it's not anyone"", 'i gotta tell ya gotta tell ya', ""lookin' back on my life you're the only good"", ""i've ever done ever done oh yeah"", ""yeah you if it's not you it's not anyone""]"
33,Lonely,02:29,"['everybody knows my name now', ""but somethin' 'bout it still feels strange"", ""like lookin' in a mirror tryna steady yourself"", ""and seein' somebody else"", 'and everything is not the same now', 'it feels like all our lives have changed', ""maybe when i'm older it'll all calm down"", ""but it's killin' me now"", 'what if you had it all', 'but nobody to call?', ""maybe then you'd know me"", ""'cause i've had everything"", ""but no one's listening"", ""and that's just fuckin' lonely"", ""i'm so lo o o onely"", 'lo o o onely', 'everybody knows my past now', 'like my house was always made of glass', ""and maybe that's the price you pay"", 'for the money and fame at an early age', 'and everybody saw me sick', 'and it felt like no one gave a shit', 'they criticized the things i did as an idiot kid', 'what if you had it all', 'but nobody to call?', ""maybe then you'd know me"", ""'cause i've had everything"", ""but no one's listening"", ""and that's just fuckin' lonely"", ""i'm so lo o o onely"", 'lo o o onely', ""i'm so lo o o onely"", 'lo o o onely']"
34,Love story,03:17,"['thought that i was princess', '날 좋아하던 그때', '수줍게 꽃을 건네던 너에게', '웃으며 손을 내밀었지', ' ', '시간 지나 my birthday', '우린 몰래 run away', '온통 둘뿐인 밤거릴 걷다가', '너와 눈이 마주친 그날', ' ', 'oh babe 너의 눈동자에 cheers ', '달빛에 비친 우리의 흩어진 잔상', '너의 이야기에 취해', '밤하늘의 별이 쏟아질 것만 같은 기분', 'oh god please this is not a dream', ' ', 'thought that it was romance', '날 바래다준 그때', '수줍게 인사를 건네던 너에게', '살며시 입을 맞추었지', '시간 지나 go on trip', '한 손엔 진한 커피', '우리가 새긴 별 자릴 찾다가', '너와 눈이 마주친 그날', 'oh babe 너의 눈동자에 cheers ', '달빛에 비친 우리의 흩어진 잔상', '너의 이야기에 취해', '밤하늘의 별이 쏟아질 것만 같은 기분', 'oh oh oh 꿈인가 봐', '그래 네가 내 옆에 있는 꿈', 'oh oh no', '아니잖아 이건 yeah', 'i got you boy', 'oh babe 너의 눈동자에 cheers', '붉게 물들어진 우리의 오래된 잔상', '너의 이야기에 취해', '온 세상의 별이 쏟아질 것만 같은 기분', 'oh god please this is not a dream']"
34,Seoul,03:24,"['seoul 처음 만난 낯선 도시에서', '사람들 사이에 빛이 나는', '기타를 멘 멋진 소년과 yeah', '사랑에 빠진 love story', ' ', '들어볼래? 지나치게도', '소설 같은 이야기일 거야', ' ', 'maybe someday', '꽃잎이 떨어지는 그날에', '우리가 만난 그곳에서', '멀리서 기타 소리가 들리면 나', '너를 위해 노랠 부를 거야', 'city of light', '빛이 가득한 이 도시에서', '눈을 반짝이며 꿈을 꾸는', '마이크를 쥔 멋진 소녀와', '사랑에 빠진 love story', ' ', 'maybe someday', '꽃잎이 떨어지는 그날에', '우리가 만난 그곳에서', '멀리서 기타 소리가 들리면 나', '너를 위해 노랠 부를 거야', '언젠가 사랑했던 그 도시에서', '내 목소릴 기억한다면', '그때 우리 만나자 my seoul', ' ', 'someday', '너와 나 꿈꿔왔던 그날에', '서로가 마주한 곳에서', '환하게 미소 지을 수 있다면 나', '너를 위해 노래해', ' ', 'someday 그때 그날에', '우리가 만난 그곳에서', '멀리서 네 목소리가 들리면 나', '너를 위해 노랠 부를 거야']"
34,아름다운 건,02:35,"['아름다운 것은 대개 빛이 나지', '작은 틈 사이에 피어난 꽃처럼', '내겐 네가 그래', '아주 먼 곳에서도 빛이 나', '너무 소중해', '놓치고 싶지 않은 그런 별인 걸', 'what make us beautiful', 'what make us wonderful', 'we need some love yeah with sugar', 'anyways', '사랑을 찾아 헤매는 너', '스치는 모든 게 아름다워', '내겐 네가 그래', '아주 먼 곳에서도 빛이 나', '너무 소중해', '놓치고 싶지 않은 그런 별인 걸', 'what make us beautiful', 'what make us wonderful', 'we need some love yeah with sugar', 'anyways', '사랑을 찾아 헤매는 너', '스치는 모든 게 아름다워']"
34,In the mirror,03:03,"['거울 속에 비친 나를 봐', '멍하니 초점 없이 날 바라봐', '무너진 것만 같아 나를 봐', '눈동자 속에 비친 미운 널 바라봐', ' ', '두 눈을 감았다 떠', '마음이 무거워져', '희미해진 거울 속 나를 노려봐', ' ', 'girl in the mirror', 'girl in the mirror', '무슨 말을 좀 해봐', 'girl in the mirror', 'girl in the mirror', '어떤 말이라도 좀 해봐 ', 'yeah i fell in love', '내가 사랑했던 그 시와', '사랑을 줬던 모든 내 시간들과', 'yeah i fallin like', '떨어지는 소나기처럼', '누군가 날 잊어버린 것 같아', ' ', 'girl in the mirror', 'girl in the mirror', 'girl in the mirror ', 'girl in the mirror', '거울 속에 비친 나를 봐', '멍하니 초점 없이 날 바라봐', '두려워진 것 같아 나를 봐', '웃어 보이려 애쓰는 미운 날 바라봐', ' ', '두 눈을 감았다 떠', '모든 게 어지러워', '희미해진 거울 속 나를 노려봐', ' ', 'girl in the mirror', 'girl in the mirror', '무슨 말을 좀 해봐', 'girl in the mirror', 'girl in the mirror', '어떤 말이라도 좀 해봐 ', 'yeah i fell in love', '내가 사랑했던 그 시와', '사랑을 줬던 모든 내 시간들과', 'yeah i fallin like', '떨어지는 소나기처럼', '누군가 날 잊어버린 것 같아', '거울 속에 혼자 있는 나를 봐', '소리치고 있는 나를 봐', '견뎌보려 해', '다시 또 일어나', '가까이 더 손을 뻗어봐', 'are you there in the mirror', '널 보내줄게 내가 있을게', 'in the mirror', 'girl in the mirror', 'girl in the mirror', 'girl in the mirror ', 'girl in the mirror']"
34,별,03:28,"['방 문을 잠가', '주저앉아 두 눈을 가려', '도망칠 수 없이 ', '멀리 와버린 것 같아 나', ' ', '소중했던 거 내가 꿈처럼 바랬던 것들도 ', '놓아줄게 포기할 수 있을 것만 같아 나', ' ', '하늘에 빛나는 별이 된다면', '가끔은 날 기억해 주는 사람이 있을까요', '내게도 한 번쯤 가장 빛나던 순간들을', '떠올려보며 잠들 수 없는 밤을 지새워요', '한참을 걸어', '주저앉아 노을을 보며', '되돌릴 수 없이 ', '멀리 와버린 것 같아 나', ' ', '사랑했던 거 버릴 수 없어 꼭 안았던 것들도', '놓아줄게 포기할 수 있을 것만 같아 나', '하늘에 빛나는 별이 된다면', '가끔은 날 기억해 주는 사람이 있을까요', '내게도 한 번쯤 가장 빛나던 순간들을', '떠올려보며 잠들 수 없는 밤을 지새워요', '내게 하루만 더 시간이 있다면', '그때 마지막으로 난 잠시 뒤돌아보려 해요', '흐릿해져 잘 안 보이지만 나는 괜찮아요', '별처럼 오랜 시간만큼 빛이 날 테니까요']"
35,Roy's Mission (RIPD 2 Theme),01:03,['nan']
35,The Possession Of Otis,03:06,['nan']
35,The Train Station,01:41,['nan']
35,Shootout At The Train Station,01:50,['nan']
35,My Name Is Jeanne / The Robbery,02:05,['nan']
35,Roy and Charlotte,01:24,['nan']
35,Roy and Jeanne Fight / Bizarre Revelation,02:07,['nan']
35,The Incident At Snake Gully,04:55,['nan']
35,Holy Water,02:04,['nan']
35,Slim's Water Flicks,00:35,['nan']
35,Otis' Lair,03:47,['nan']
35,Thanks For Saving My Soul,02:11,['nan']
35,Otis Plunders A Soul,01:58,['nan']
35,Exodus Of The Workers,01:05,['nan']
35,When I Was Alive,01:00,['nan']
35,Hotel Check-In,02:17,['nan']
35,Angus At The Mine,02:19,['nan']
35,Disturbing Discovery At Butterfield's Office,02:49,['nan']
35,You're Joan Of Arc? / Countdown From Otis / The Rift Opens,02:40,['nan']
35,Seige Of Orleans / Slim Shows His True Colours / Roy Fights The Minion,08:35,['nan']
35,The Buried Sword / Astaroth's Last Stand,04:48,['nan']
35,Back To Town / Wedding Bells / Roy Says Goodbye To Charlotte,02:32,['nan']
35,Roy Discovers 100 Year Contract,01:13,['nan']
35,Roy's Continuing Mission (End Credits),01:11,['nan']
36,Feel My Rhythm,03:30,"['red velvet', '무도회를 뒤집어', '작은 소란을 또 일으켜', 'this is gonna be a crazy night', 'to na na na na na night', '등장부터 인사까지 파격적이게', '우리 살짝 놀아볼까', '솔직하게 bae bae', '지금부터 시작해 볼게', 'feel my vibe and sway', '꽃가루를 날려', '폭죽을 더 크게 터트려', '우릴 오만과 편견에 가두지 마', '자유로워 지금', 'feel my rhythm come with me', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '바로 지금 play my rhythm', 'follow follow my heart beat', '해가 떠올 때까지', 'feel my rhythm 멈추지 말아 줘', '이 순간을 놓지 마 baby', '차는 old and classic', 'just ride', '이제 조금 낯선 다른 차원까지', 'get loud', '상상할 수 없던 곳 시간 속', '예고 없이 등장해', '이 밤은 멋지고 우린', 'fun and wild and brave', '시선을 끄는 네 motion', 'g give me a new direction', '끝없는 black hole처럼', '빠져드는 sweet emotion', '너를 태운 채 sway', '어디로든 떠날래 way', '온 세상 모든 경계를', '다 휘저을래 oh yeah', '꽃가루를 날려', '흩날려', 'champagne을 더 크게 터트려', '마음껏', '더는 어제와 내일에 가두지 마', '자유로워 지금', 'feel my rhythm come with me', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '바로 지금 play my rhythm', 'follow follow my heart beat', '해가 떠올 때까지', 'feel my rhythm 멈추지 말아 줘', '이 순간을 놓지 마 baby', '온 세상이 멈추는 순간', 'what a what a feeling', '어서 내 손을 잡아', 'all right', '본 적 없던 film', '빠져드는 you and i', 'next time 시계를 돌려', '어디로 가볼까', 'come on 또다시 시작해', 'you and i', 'feel my rhythm come with me', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '바로 지금 play my rhythm', 'follow follow my heart beat', '해가 떠올 때까지', 'feel my rhythm 끝나지 않는 꿈', '이 순간을 놓지 마 baby']"
36,Rainbow Halo,03:28,"['rainbow halo', '비가 온 뒤에 맑게 갠 내 맘', '그 위로 비친 널 발견한 순간', '눈앞엔 멋진 일이 일어나', '깜짝 놀라 딸꾹질이 나', '하늘을 가로질러 그려진', '내 마음을 적시며 번지는 빛', '어떻게 넌 볼 때마다', '색다른 빛깔로 가득할까', '어쩌나 사랑하지 않고서는', '참을 수 없어', '이름 모를 낯선 감정이', '벅차오를 때', '두 팔에 가득히', '너를 안은 기분이야', '네가 쿵 하고 떨어진 자리', '누군가 쓱 하고 그려놓은 그림', '이건 분명히 love', '그 위에 떠있던 rainbow halo', 'rainbow halo dance', 'rainbow rainbow halo dance', 'rainbow halo dance', 'rainbow rainbow halo dance', 'rainbow halo dance', 'rainbow rainbow halo', '그 위에 떠있던 rainbow halo', '어딘가 신비한 오묘한', '우리의 이야기', '마치 이상한 나라에 빠져든', '그 애같이', '환상보다 믿기 힘든 현실', '완벽해 상상보다 더 훨씬', '싹둑 잘라낸 리본', '내 발목에 묶고', '쭉 팔을 뻗어 뛰어올라', '매달렸던 철봉', '그 순간 높다란 계단으로 변해', '널 따라가', '예쁘다 말을 하는', '네가 훨씬 예쁜 것 같아', '짧았지만 우린 영혼이 통한 것 같아', '두 눈이 가만히 속삭이는 기분이야', '네가 쿵 하고 떨어진 자리', '누군가 쓱 하고 그려놓은 그림', '이건 분명히 love', '그 위에 떠있던 rainbow halo', 'rainbow halo dance', 'rainbow rainbow halo dance', 'rainbow halo dance', 'rainbow rainbow halo dance', 'rainbow halo dance', 'rainbow rainbow halo', '그 위에 떠있던 rainbow halo', '시간과 감정 같은 것들도', '다 다른 색을 띠고서', '섞이고 흩어지고 채워져', '빛, 방울 되어 떨어져', '보랏빛 새벽 노란색 오후', '오렌지빛 노을에 번져갈 우리', '연둣빛 설렘 푸르른 오늘 밤', '얼핏 그려도 아름다워', '네가 쿵 하고 떨어진 자리', '누군가 쓱 하고 그려놓은 그림', '이건 분명히 love', '그 위에 떠있던 rainbow halo', 'rainbow halo dance', 'rainbow rainbow halo dance', 'rainbow halo dance', 'rainbow rainbow halo dance', 'rainbow halo dance', 'rainbow rainbow halo', '그 위에 떠있던 rainbow halo', 'rainbow halo', 'rainbow halo']"
36,Beg For Me,03:32,"['dance for me', 'work for me', 'beg for me', 'dance for me', 'work for me', 'beg for me', '소용없어 결국 corner', '만나 넌 뭘 원하건 뭘 원하건', ""i call the shot i'm the hunter"", '다 가져 난 원하면 난 원하면', '잡힐 듯 말 듯 한 잡힐 듯 말 듯 한', '그 이상을 몰아가 짓궂은 tail', '본능이 외쳐 난 본능이 외쳐 난', '닥친 순간 risky 해 yeah', 'oh my gosh 다른 애들 다', '이미 bet bet bet for me', 'on and on 조급해져 넌', '탐나 be-be-best for me', 'good vibes 느꼈다면 bet bet bet', 'bad girl 네 맘 같지 않겠지 hey!', '자꾸 무릎 꿇게 만들어', ""yeah you can't stop it"", '자꾸 널 다 걸게 만들어', 'you look so crazy', '더 빠져갈수록 dangerous', '알면서 눈은 날 자꾸 비추어', 'good boy 한 마디면 외쳐 넌', 'yeah girl girl girl', 'dance for me', 'work for me', 'beg for me', 'dance for me', 'work for me', 'beg for me', 'dance for me', 'work for me', 'beg for me', 'bad girl girl girl', '날 네 맘에 새겼니 ey', 'but 나도 너 같을 이유', '없다는 거 알겠니', '더 드러내 your face', 'bring out your freak', '네가 아닌 듯한 네가 아닌 듯한', '너조차도 소름 끼칠 바쁜 tail', '기다려왔어 난 기다려왔어 난', '독하기가 whisky 해 yeah', 'my my my 다른 애들 다', '벌써 d-d-dive for me', 'more and more 다급해져 넌', '어쩜 d-d-die for me', 'good vibes 느꼈다면 bet bet bet', 'bad girl 네 맘 같지 않겠지 hey!', '자꾸 무릎 꿇게 만들어', ""yeah you can't stop it"", '자꾸 널 다 걸게 만들어', 'you look so crazy', '더 빠져갈수록 dangerous', '알면서 눈은 날 자꾸 비추어', 'good boy 한 마디면 외쳐 넌', 'yeah girl girl girl', ""i'm bossing it real nasty"", 'but still keeping it classy', '날 가진 빛나는 celebrate', '난 쉽게 내주지 않으니 nah', 'so follow my follow my lead', '기회가 흔치 않지', '애매한 gray 보다 deep black', ""you know i'm holding the keys"", 'just bet for me now', 'beg for me', 'good love 원했다면 back back back', 'bad girl 잊힐 리 없겠지 hey!', 'beg for me beg for me', '자꾸 나만 찾게 만들어', ""yeah you can't stop it"", '자꾸 널 다 놓게 만들어', 'you look so crazy', '널 잃어갈수록 fabulous', '알면서 눈은 또 나만 비추어', 'good boy 한 마디에 춤춰 넌', 'yeah girl girl girl', 'dance for me', 'work for me', 'beg for me', 'dance for me', 'work for me', 'beg for me', 'dance for me', 'work for me', 'beg for me', 'bad girl girl girl', 'beg for me baby']"
36,BAMBOLEO,03:28,"['to the left to right i sway all night', 'to the left to right i feel the vibe', 'to the left to right i come alive', 'bamboleo', '아무도 모르게 tonight', '아득히 깔린 음악은 커져와', '이 묘한 떨림 조금씩 다가오다', '온몸에 퍼져 휘감아와 oh oh', '온통 일렁이는 lights', 'feels like once in a lifetime', '눈을 감아버린 순간', '하늘을 나는 듯한 가벼워진 두 발', '홀린 듯이 춤을 춰 난', 'oh bamboleo', '넘치는 feels', '이끌리는 대로 움직여', '흐트러진 머린 그냥 둬', 'bamboleo', '가빠진 숨이', '계속 내 마음을 두드려', '나를 깨어나게 해', 'just bamboleo', '살며시 open my eyes', '거울을 마주한 나', '내 손짓 이 몸짓 달라진 저 눈빛', '또 다른 나를 봐', '어떤 나보다 더 맘에 들어', '몰래 내일을 잠시만 빌려', '벌써 끝내긴 너무 이르지', '낚아채 the chance 원하던 better me', '이 밤 어질러도 fine', 'dance like once in a lifetime', '한껏 자유로워 so nice', '투명한 내 맘속 wine 가득히 차올라', '저 하얀 달 위로 쏟아', 'oh bamboleo', '넘치는 feels', '이끌리는 대로 움직여', '흐트러진 머린 그냥 둬', 'bamboleo', '가빠진 숨이', '계속 내 마음을 두드려', '나를 깨어나게 해', 'just bamboleo', 'bamboleo', 'bamboleo', 'to the left to right i sway all night', 'to the left to right i feel the vibe', 'to the left to right i come alive', 'to the left to right i sway all night', 'to the left to right i feel the vibe', 'to the left to right i come alive', 'i can fly to the moon', 'oh bamboleo', '넘치는 feels', '이끌리는 대로 움직여', '흐트러진 모습 그대로', 'bamboleo', '내 심장 소린', '자연스레 몸을 따라가', '계속 춤을 추게 해', 'just bamboleo', 'now look at me', 'bamboleo', 'bamboleo', '지금 이 기분이 난 좋아', 'bamboleo oh']"
