앨범ID,곡명,가사
51,피어,"['견뎌 왔어', '어둠 속을 나를 욕하며', '헝클어 놓고 다스렸지', '용서해줘', '아픈 나를 어루만져 줘', '너무 힘들어 다 묻어줘', '내 꿈을 찾아', '모든 고통을 참아왔어', '꿈 찾아 피어날 날 흔들지 마', '아픔에 상처를 더 주었어', '좀 더 내 길에 가까웠기에', '모서리 끝에', '부딪혀가는 날 볼 수밖에', '못다 핀 몸속에 날 꺼냈지', '기어가는 나를 일으켰지', '흙 속에 파묻힌 나 다시 피어', '살아가 살아가', '왜 거짓인지 왜 그러는지', '나를 욕하며', '무너뜨려서 다스렸지', '내 꿈을 찾아', '모든 고통을 참아왔어', '꿈 찾아 피어날 날 흔들지 마', '아픔에 상처를 더 주었어', '좀 더 내 길에 가까웠기에', '모서리 끝에', '부딪혀가는 날 볼 수밖에', '못다 핀 몸속에 날 꺼냈지', '기어가는 나를 일으켰지', '흙 속에 파묻힌 나 다시 피어', '살아가 살아가']"
51,Love Is A Secret,"['아무도 몰래', '너와 함께 있고 싶어', '오늘 밤엔', '널 내 곁으로 초대했어', '너의 곁에 다가가서 고백할래', '사랑해 워우 워우', '살며시 날 품에 안아줘', 'love is a secret', '우리만의 세상이야', 'our love is a secret', '우리 둘만의 그 사랑을', '나의 사랑을', '너에게만 주고 싶어', '너를 만나는', '이 순간을 기다렸어', '너의 미소까지', '내겐 신비로워 행복해', '나만의 너로 만들고만 싶었어', 'love is a secret', '우리만의 세상이야', 'our love is a secret', '우리 둘만의 비밀스러운 그 사랑을', 'love is a secret', '우리만의 세상이야', 'love is a secret', '우리 둘만의 그 사랑을', '오늘 밤에 우리 다시 태어나', '사랑으로 더 자유로운 세상을', '느끼는 거야', 'our love is a secret', '네 사랑을 속삭여줘 나 난 나만', '사랑으로', 'love is a secret', 'our love is a secret', '속삭여줘 나 난 나 나']"
51,너 (Techno Ver.),"['넌 나를 너무 사랑했었어', '그래서 내 모든 걸 준거야', '왜 갔어 왜갔어 나를 두고 왜 떠나갔어', '이제 와서 내가 싫증 난 거니', '숨겨둔 다른 누가 있었니', '얘기를 해봐 내가 단념할 수 있게', '날 사랑한단 말도 다 아니야 다 아니야', '내게 주었던 사랑까지 가져가 가져가', '아직까지 여태까지 몰랐었던 사랑을 배웠어', '아무것도 가진 것도 없는 나를 나를 울리지 마', '가끔은 너무 보고 싶어서', '뜬눈으로 밤을 새우며 울었어', '이제 알겠어 너를 사랑했었나 봐', '너를 잊겠단 말은 내 맘 아니야 아니야', '오직 너만을 사랑하도록 길들여졌잖아', '아직까지 여태까지 몰랐었던 사랑을 배웠어', '아무것도 가진 것도 없는 나를 나를 울리지 마', '이 세상에 많고 많은 여자 대신해', '한마디만 하고 싶어 새겨들어봐', '사랑이란 이름으로 장난치지 마', '너 역시 사랑땜에 울 수도 있어']"
51,Message Ⅱ,[' ']
52,수줍은 일기 (메모리),"['날 보며 걱정하지 말아요', '애쓰며 웃기려고 말아요', '꼭 슬퍼야 눈물 흘리진 않잖아요', '지금 너무 행복한걸요', '눈 감아 돌아보면 그 옛날', '어릴 적 내 모습이 떠올라', '나 언제쯤 내 꿈을 펼칠 그날 올까', '은빛 날개 펴고 오를 날', '내게 기도가 있다면', '혹시 나 너무 힘들어 지쳐도', '그대가 지켜주길 보듬어주길', '우리 사랑 변함없기를', '벅찬 세월은 흘러가겠지만', '그대 지금처럼만', '거기 있어줘요', '그대 앞에서 처음 수줍게', '불렀던 노래를 기억해요', '어느새 나 어른이 됐어도', '떨리는 마음만은 같아요', '나 지나온 추억보다도', '이제 다시 나눌 사랑 가슴 벅차요', '내게 아쉬움 있다면', '조금 더 일찍 만났길 바라요', '앞으로 변해갈 내 모습까지도', '그대 눈에 담아주세요', '벅찬 세월은 흘러가겠지만', '그대 지금처럼만 거기 있어줘요', '그대 앞에서 처음 수줍게', '불렀던 노래를 기억해요', '벅찬 세월은 항상 좋은 일만', '기쁜 일들뿐이라 약속 못하지만', '슬픔까지도 내겐', '축복일 수 있는', '커다란 그댄 결요']"
52,크로스,"['이젠 나의 맘을 막을 수가 없어', '너의 그를 사랑하게 돼버린걸', '그렇게 애타게 찾아온 사랑이', '왜 하필 너의 그 사람인지', '난 모르겠어', '내 맘을 어떻게 해야 해', '날 숨겨줘 어디라도', '내 안의 사랑을 느낄 수 있는 곳에', '용서받지 못한 나의 사랑이', '아름다울 수 있도록', '날 지켜줘 언제라도', '웃으며 함께할 수 있는 그날까지', '세상이 우리를 욕한다 해도', '너만은 축복해주길', '바랄 뿐이야', '누가 알까 숨죽이는 나의 모습', '비밀 속에 묻고 싶은 사랑인걸', '미안해 나만의 사랑을 위하여', '우정까지 포기한 나에게', '그 어떤 말로', '날 저주 한 대도 괜찮아', '날 숨겨줘 어디라도', '내 안의 사랑을 느낄 수 있는 곳에', '용서받지 못한 나의 사랑이', '아름다울 수 있도록', '날 지켜줘 언제라도', '웃으며 함께할 수 있는 그날까지', '세상이 우리를 욕한다 해도', '너만은 축복해주길', '바랄 뿐이야']"
52,몰라,"['어떻게 말해야 할까', '다른 사람이 생겼다고', '언제나 나만을 위해', '나를 아껴준 그대에게', '충격이 클 거야 내게 실망을 하면', '배신감도 느끼겠지', '하지만 내 맘이 이미 변해버린걸', '나도 잘 몰라 내가 왜 이러는지', '몰라 알 수가 없어', '그렇게 나를 사랑해줬는데', '왜 내가 흔들리는지', '그대가 싫어진 것도 아닌데', '정말 난 몰라 알 수가 없어', '도대체 사랑이 어떤 거길래', '나만을 아껴주었던', '그대를 왜 내가 떠나는 건지', '나도 모르겠어', '너무도 할 말이 없어', '그저 날 미워하라 했지', '어쩌면 나 같은 여자', '빨리 잊는 게 나을 거라며', '하지만 그대는 나의 손을 잡으며', '행복하라고 말했지', '부족한 자신을 이해해 달라면서', '매력이 없는 자신의 탓이라며', '몰라 알 수가 없어', '그렇게 나를 사랑해줬는데', '왜 내가 흔들리는지', '그대가 싫어진 것도 아닌데', '정말 난 몰라 알 수가 없어', '도대체 사랑이 어떤 거길래', '나만을 아껴주었던', '그대를 왜 내가 떠나는 건지', '나도 모르겠어', '정말 난 몰라 알 수가 없어', '그렇게 나를 사랑해줬는데', '왜 내가 흔들리는지', '그대가 싫어진 것도 아닌데', '정말 난 몰라 알 수가 없어', '도대체 사랑이 어떤 거길래', '나만을 아껴주었던', '그대를 왜 내가 떠나는 건지', '나도 모르겠어 -']"
52,하늘만 허락한 사랑,"['내가 느낀 그를 향한 이끌림', '사랑이 아니기를 나는 기도했었지', '나를 보는 안타까운 그 눈빛', '제발 나의 착각 이길 바랬지', '지금이라도 피하고 싶어', '오랫동안 친구의 사랑이었던 그를', '하지만 이젠 너무나 간절히 원하는', '서로의 마음 속일 순 없어', '이 사랑 때문에 많은 걸 잃게 되겠지', '힘들 때마다 기대온 우정까지', '하지만 어렵게 시작된 우리 사랑을', '하늘만은 허락할 거야', '그 마음을 받아들인 후부터', '나는 친구 얼굴을 바로 볼 수 없었지', '변해가는 사랑 속에', '얼마나 아파하는지 알고 있었기에', '정말 미안해 날 용서해줘', '이런 얘기 이제는 아무 소용 없지만', '그래도 나를 조금만 이해해 주겠니', '그 없인 나도 견딜 수 없어', '이 사랑 때문에 많은 걸 잃게 되겠지', '힘들 때마다 기대온 우정까지', '하지만 어렵게 시작된 우리 사랑을', '하늘만은 허락할 거야', '우리를 위해서 흘려진 눈물 기억해', '그만큼 소중히 아낄게']"
52,숨은 그림 찾기,"['널 만날 땐 가슴이 떨려', '괜히 웃음만 나와 왜지', '어린아이가 돼버린 맘', '가끔씩 네가 싫어졌다', '끝이라고 말을 해도', '딴청만 피우는 너는', '역시 내 맘을 알지', '너의 곁에만 있어도', '벅차오르는 사랑은', '지금 너에게 향하는', '웃음으로 대신해 줄게', '말이 없는 너의 성격에', '심술궂게 굴어도', '편한 미소로 받아주는 널 알아', '지금은 나의 모든 것을', '보여 줄 순 없겠지만', '조금씩 내 맘을 찾아 주길 바랄게', '이젠 우리 사랑이', '영원히 함께 하기를 바라며', '오직 너만이 마지막', '사랑이길 기도할 거야', '눈을 떠봐 보이니 숨겨왔던', '내 진실이 내 안에서', '너를 부르고 있어', '나나 나나 나나나', '나 나나나 나 나나나', '나나 나나 나나나', '나 나나나 나 나나나', '너의 곁에만 있어도', '벅차오르는 사랑은', '지금 너에게 향하는', '웃음으로 대신할게', '우리 사랑이 영원히', '함께 하기를 바라며', '오직 너만이 마지막', '사랑이길 기도할 거야']"
52,삼자대면,"['입이 열 개라도 할 말 없을 거야', '네가 뭔데 나를 이 꼴로 만들어', '내게 전화 왔어 너의 다른 여자', '참 황당하고 어이없었어', '뭐가 그리 잘났다고 이러는 거야', '여자들을 저울질할 만큼 잘났니', '착각하지 마', '언젠가는 너도 느낄 거야', '네가 사랑이라 믿었던 여자', '그녀에게 다른 남자친구', '그때 되면 너도 알겠지', '지금 헤어져도 나는 괜찮아', '언젠가는 무너지고 쓰러져', '다시 나를 찾아 헤맬 널 난 아니까', '그 여자를 보러 나간 그곳에는', '뻔뻔하게 너도 앉아있던 거야', '너를 양보하고 이젠 떠나라는', '참 기가 막힌 그녀에 얘기', '애원하고 붙잡아도 난 떠날 거야', '그녀 곁에 붙어있는 네가 불쌍해', '참 기가 막혀', '언젠가는 너도 느낄 거야', '네가 사랑이라 믿었던 여자', '그녀에게 다른 남자친구', '그때 되면 너도 알겠지', '지금 헤어져도 나는 괜찮아', '언젠가는 무너지고 쓰러져', '다시 나를 찾아 헤맬 널 난 아니까', '첫 번째 메시지입니다', '사람을 이런 식으로', '함부로 다루는 너의 그 잔혹함이', '언젠가는 나의 무너진 가슴에', '놓일 아픔을 만든다는 것을', '잊지 말았으면 좋겠어', '지금 헤어져도 나는 괜찮아', '언젠가는 무너지고 쓰러져', '다시 나를 찾아 헤맬 널 난 아니까']"
52,초대,"['오늘을 기다렸어 이런 밤이 오기를.....', '그대와 단둘이서 지샐 우리 밤을', '난 기다려 왔어', '불을 켤 필요 없어', '아무 말도 필요 없어', '그대에 모든 걸 내게 맡긴 채 그대 눈을 감고 있어', '아슬아슬하게 아찔하게', '그대가 내 품에 들어오게', '이 마음과 이미소와 이 눈빛과 이 손길로', '오늘 밤 그대를 유혹할래', '망설일 필요 없어 난 준비가 돼있어', '그댄 나의 이 마음을', '이미 오래전에 빼앗아갔어', '하늘하늘 하게 촉촉하게', '그대 가슴속에 젖어 오게...', '그대 향한 그리움에 목이 마른 이 가슴에', '그대 사랑에 비를 내리게. oh boy', '아슬아슬하게 아찔하게', '그대가 내 품에 들어오게', '이 마음과 이 미소와 이 눈빛과 이 손길로', '오늘 밤 그대를 유혹할래', '하늘하늘 하게 촉촉하게', '그대 가슴속에 젖어 오게...', '그대 향한 그리움에 목이 마른 이 가슴에', '그대 사랑에 비를 내리게. oh boy']"
52,Poison,"['널 뒤로한 채 그냥 걸었어', '미안해하는 널 위해', '참아온 눈물 보이기 싫어', '나 먼저 일어선 거야', '오늘이 올 줄 알고 있었어', '우리 사랑 끝나는 날', '잘못된 우릴 하늘이 분명', '용서할 리 없으니까', '그녀에게 미안하다고 전해줘', '그녀의 행복을 내가 가졌으니', '다신 이런 아픔을 남기지는 마', '나 하나로만 된 거야', '모두를 속여가며 사랑한', '넌 더 힘들었니', '이젠 꿈에서라도 나를 찾지 마', '난 네 안에 없는 거야', '이대로 나를 잊고 돌아가', '그녀 품으로', '내 품에 안겨 울던 모습도', '날 위한 연극이었니', '너의 사랑이 나뿐이라고', '그 말을 믿었었는데', '사랑스러운 미소와 따스한 눈길', '이제는 그녀와 함께 나누겠지', '다신 이런 아픔을 남기지는 마', '나 하나로만 된 거야', '모두를 속여가며 사랑한', '넌 더 힘들었니', '이젠 꿈에서라도 나를 찾지 마', '난 네 안에 없는 거야', '이대로 나를 잊고 돌아가', '그녀 품으로', '그래 누구나 한 사람만을 사랑해야', '하는 걸', '이제 넌 그걸 잊지 말아 줘']"
52,배반의 장미,"['처음부터 내겐 없던 거야', '사랑이란 작은 여유도', '그래서인지 난 너무 쉽게', '너의 눈빛 속에 빠진걸', '길어버린 머릴 자르고서', '눈물 맺힌 나를 보았어', '거울 속의 나는 이제까지 꿈을 꾼듯해', '왜 하필 나를 택했니', '그 많은 사람들 중에서', '그냥 스칠 인연 한 번도 원한적 없어', '기억하렴 나의 서글픈 모습', '새벽녘까지 잠 못 이루는 날들', '이렇게 후회하는 내 모습이', '나도 어리석어 보여', '어디선가 쉽게 넌 말하겠지', '세상의 모든 여잔 너무 쉽다고', '상처를 받은 나의 맘 모른 채', '넌 웃고 있니 후회하게 될 거야', '지쳐있던 나의 영혼조차', '누군가를 기다렸나 봐', '너의 따스함에 너무 쉽게 나를 잊었어', '왜 하필 나를 택했니', '그 많은 사람들 중에서', '그냥 스칠 인연 한 번도 원한적 없어', '기억하렴 나의 서글픈 모습', '새벽녘까지 잠 못 이루는 날들', '이렇게 후회하는 내 모습이', '나도 어리석어 보여', '어디선가 쉽게 넌 말하겠지', '세상의 모든 여잔 너무 쉽다고', '상처를 받은 나의 맘 모르 채', '넌 웃고 있니 후회하게 될 거야', ' ']"
52,널 모를께,"['해가 지고 어둠이 내려', '눈물 하나 떨군 사이', '모든 것들은 이렇게 빨리', '사라지고 마는데', '내 사랑도 이렇게 빨리', '떠날 줄은 난 몰랐던 거야', '너도 몰랐을 거야', '내가 너에게 누구인지', '그때엔 어떻게 할래', '아무도 네 곁에 없을 때', '그때 내 생각이 난데도', '내가 없다면', '세상에 내가 없다면', '아니야 그냥 날 잊어', '네가 슬픈 건 못 보겠어', '잊었다는 것까지 잊어', '그래줄 거지', '정말 내일부턴 나도 널 모를게', '그 누구도 만나기 싫어', '어떤 곳도 가고 싶지 않아', '혹시 지금이라도 네가', '나를 찾을지 몰라', '그때엔 어떻게 할래', '아무도 네 곁에 없을 때', '그때 내 생각이 난데도', '내가 없다면', '세상에 내가 없다면', '아니야 그냥 날 잊어', '네가 슬픈 건 못 보겠어', '잊었다는 것까지 잊어', '그래줄 거지', '정말 내일부턴 나도 널 모를게']"
52,스칼렛,"['얼마나 흘렀는지', '이 어둠에서 깨지 않게 해줘', '눈뜨면 날 기다리는 건 아픔일 뿐', '괜찮아 잘 된 거야', '어차피 우린 이룰 수 없는 걸', '이렇게 좋은 추억으로 간직할게', '너의 곁에 모든 사람', '얘기들이 옳았던 거야', '너무 달랐던 우리의 생활들이', '하나 될 순 없어', '한 번만 나를 위해 다시 말해줘', '후회는 없었다고', '나와 함께했던 모든 그 시간들은', '소중했었다고', '한순간 꿈이라고 생각하지 마', '그렇게 믿고 싶어', '이런 나를 만나 단 한순간이라도', '행복했길 바라 부탁이야', '이렇게 버려질걸', '난 알면서도 사랑해 온 거야', '너무 큰 욕심이었을까 이런 맘이', '항상 나는 두려웠어', '내가 올려볼 수 없는 벽', '어리석었던 나만의 이 사랑을', '축복할 리 없어', '한 번만 나를 위해 다시 말해줘', '후회는 없었다고', '나와 함께했던 모든 그 시간들은', '소중했었다고', '한순간 꿈이라고 생각하지 마', '그렇게 믿고 싶어', '이런 나를 만나 단 한순간이라도', '행복했길 바라 부탁이야']"
52,Festival,"['이제는 웃는 거야', 'smile again', '행복한 순간이야', 'happy days', '움츠린 어깨를 펴고', '이 세상 속에', '힘든 일 모두 지워버려', '슬픔은 잊는 거야', 'never cry', '뜨거운 태양 아래', 'sunny days', '언제나 좋은 일들만', '가득하기를 바라면 돼', '항상 똑같은 생활 속에', '지쳐가지만', '나를 누르는 힘든 일에', '쓰러지지만', '고개를 숙일 건 없어', '그 속에 행복 있는 걸 찾으면 돼', '나의 주위를 둘러봐', '힘겹다 느낄 땐', '맑은 어린아이의 모습에', '미 솔 닮아봐', '이제는 웃는 거야', 'smile again', '행복한 순간이야', 'happy days', '움츠린 어깨를 펴고', '이 세상 속에', '힘든 일 모두 지워버려', '슬픔은 잊는 거야', 'never cry', '뜨거운 태양 아래', 'sunny days', '언제나 좋은 일들만', '가득하기를 바라면 돼', '아주 가끔은 사랑 있어', '즐겁게 웃고', '또 어떤 날은 사랑으로', '울기도 하고', '쉬운 건 하나도 없어', '그 속에 기쁨 느끼면 그걸로 돼', '조금 낮추어 돌아봐', '삶이 무거울 땐', '아무 말 없이 뛰고만 있는', '많은 사람들', '이제는 웃는 거야', 'smile again', '행복한 순간이야', 'happy days', '움츠린 어깨를 펴고', '이 세상 속에 힘든 일 모두', '지워버려', '슬픔은 잊는 거야', 'never cry', '뜨거운 태양 아래', 'sunny days', '언제나 좋은 일들만', '가득하기를 바라면 돼', '랄라라라 랄랄라', 'smile again', '랄라라라 랄랄라', 'happy days', '커다란 하늘처럼만', '더 크게 웃고', '더 크게 생각하는 거야', '눈물은 잊는 거야', 'never cry', '푸르른 햇살처럼', 'sunshine days', '언제나 좋은 일들만', '가득하기를 기도할게']"
52,리모콘과 매니큐어,"['나 어떻게 또 하루가 지나갔는지', '골목 모퉁이에 잠깐 멈춰서', '해지는 이 시간이 되면은 자꾸 불안해지는 건', '아마 네가 남긴 외로움인지', '이리저리 돌려대는 tv 안에는 마치 내 얘긴듯', '감겨오는 노래가 있고', '둘이서 함께 보던 드라마까지', '다 그대론데 나만 혼자야', '어떤 내용도 상관없이 나 눈물이 나와', '아직도 이런 내 모습', '함께 있을 때면 아무래도 좋기만 했어', '지루할 틈도 없이 날 사랑했지', '나의 어디에도 남아있는 너의 기억이 죽어도', '너를 못 잊게 해', '또 눈물을 훔친 뒤에 거울을 봤어', '생기 없는 얼굴 이건 아니야', '체리빛 립스틱을 바르고 머릴 빚어 묶어봤어', '제법 어울리지 나를 위로해', '손톱에는 어떤 색깔 매니큐어가', '사랑 잃은 후에 지친 나를 깨울 수 있나', '색깔이 예쁘다며 손가락 모두', '다 입 맞추던 네가 그리워', '미처 눈물이 마르기 전 전화기를 드네', '익숙한 그 전화번호', '함께 있을 때면 아무래도 좋기만 했어', '지루할 틈도 없이 날 사랑했지', '나의 어디에도 남아있는 너의 기억이', '죽어도 너를 못 잊게 해', '네가 내 옆에만 있을 때는 왜 몰랐을까', '비로소 여자 일수 있었던 나를', '너도 혹시 내가 보고플 때 망설이지 마', '그럴 일 없는 너겠지만 -']"
53,Intro(Too Loud),[' ']
53,닥쳐,"['너는 말이 많아 아는 것도 많아', '너는 움직이는 백과사전 같아', '넌 많은 정보를 입력해두었지', '너의 머릿속은 복잡할 것 같아', 'shut your shut your', 'shut your', '너 같은 삶을 살고 싶지는 않아', '매일 똑같은 얘기 머리가 아파', '말로만 하지 말고 내게 보여줘', '더 이상 너의 얘기', '나는 믿을 믿을 수가 없어', '너무 시끄러워', '골치 아픈 존재', '듣고 싶지는 않아', '너의 그 거짓말', 'shut your shut your', 'shut your', '너 같은 삶을 살고 싶지는 않아', '매일 똑같은 얘기 머리가 아파', '말로만 하지 말고 내게 보여줘', '더 이상 너의 얘기', '나는 믿을 믿을 수가 없어']"
53,너의 의미,"['기억나니', '너를 찾아갔던 그 밤', '지쳐있는 내게', '너는 물어보았지 예', '이 세상에 만약에 내가 없다면', '어떤 느낌일 거냐고 내게 물었지', '말문이 막혀 미소만 지었지', '아무런 말도 하지 않았어 음', '너 없는 세상은 상상할 수 없어', '살아갈 이유가 내게 없는데', '이젠 알겠니', '넌 나의 모든 걸', '그 누구라도', '널 대신할 수 없어', '아마도 너는 모르고 있을 걸', '얼마나 내가 네게', '의지하는지 음', '만약에 이곳에 네가 없었다면', '나도 여기 있을 의미가 없어', '이젠 알겠니', '넌 나의 모든 걸', '그 누구라도', '널 대신할 수 없어', '사랑이 깊어갈수록', '나는 두려웠어', '내가 너무 부족했기에', '하지만 이제 깨달았어', '널 사랑하는 걸', '그 아픔까지도', '내게 소중한 것을', '이젠 알겠니', '넌 나의 모든 걸', '그 누구라도', '널 대신할 수 없어']"
53,Marry Me,"[""won't you be my woman"", 'come on', ""won't you be my only girl"", ""won't you be my woman"", 'come on', '그대가 아침에 내가 눈을 뜰 때에', '곁에 있었으면 해 그대가 저녁에', '내가 집에 올 때에 나를 맞았으면 해-', '그대에겐 아주 사소한 일이라도 알고 싶어', '그대 내게 말해주었으면 해', '오랜 시간을 예--- 기다려왔어', ""won't you be my woman 삶이 끝나는 예---"", '그 순간까지- 그대와 둘이서', '그대의 예쁜 미소를 닮은 아이를', '아이를 갖고 싶어 어색한 나의 눈빛을', '닮은 아이를 너와 키우고 싶어-', '나에게는 아주 사소한 일이라도', '귀 기울여 주는 그대 나와 함께 있어줘', '오랜 시간을 예--- 기다려 왔어', ""won't you be my woman 삶이 끝나는"", '예--- 그 순간까지- 그대와 둘이서', ""hey woman i'm not big on words."", 'but tonight i gotta tell you something', 'you gotta be my woman', 'you got a be my woman', 'oh--- sweet baby', 'you are a one that i want', 'oh---- oh my sweet baby baby', 'you are a one that i need', 'would you marry me tonight', '오랜 시간을 예--- 기다려 왔어', '기다려 왔어--- 삶이 끝나는', '예--- 그 순간까지- 그대와 둘이서']"
53,요즘 너는,"['우리 처음 만났던 순간처럼', '설렘이 나에겐 아직 남아 있는데', '널 사랑하는 마음은 아직까지', '조금도 변함없이 아직 그대로인데', '요즘 너는 내게서 조금씩 멀어져 가고', '더 이상은 우리 사이 예전 같지 않아', '나를 바보로 만들어버린 너의 미소도', '이젠 더 이상 찾을 수 없어', '변한건 없다고 넌 얘기하고 있지만', '너의 마음이 떠났다는 걸 알아', '이별의 준비를 너 하는 거라면', '내게 말해줘 그런 거라면', '영원한 사랑은 없다고 얘기하지만', '난 항상 너이기를 바랐어', '헤어지는 건 견딜 수 있지만', '널 보내진 못 할 것 같아', '그 누구도 날 구속할 순 없다고', '나는 생각했었지 너를 만나기 전엔', '하지만 너는 사랑을 내게 가르쳐주고', '너 없이는 하루라도 견딜 수 없지만', '나를 바보로 만들어 버린 너의 눈빛은', '나는 이제 느낄 수 없어', '변한건 없다고 넌 얘기하고 있지만', '너의 마음이 떠났다는 걸 알아', '이별의 준비를 너 하는 거라면', '내게 말해줘 그런 거라면', '영원한 사랑은 없다고 얘기하지만', '난 항상 너이기를 바랐어', '헤어지는 건 견딜 수 있지만', '널 보내진 못 할 것 같아']"
53,슬픈전쟁,"['나에게 귀 기울여봐', '하고픈 말들이 너무 많은데', '아직도 늦진 않았어', '난 자유를 택하겠어', '오늘도 어제처럼', '또 다른 하루가 시작되고', '똑같은 길을 따라서', '같은 무리 속으로 빠져가네', '아무런 표정 없는', '날 감시하는 많은 시선들', '나는 길들여져가고', '나는 조금씩 죽어가고 있어', '언젠가 기억할 수 없는 옛날', '나에겐 꿈이 있었지', '더 이상 나 자신을 감춘다면', '난 미쳐버릴 것 같아', '나에게 귀 기울여봐', '하고픈 말들이 너무 많은데', '아직도 늦진 않았어', '난 자유를 택하겠어', ""i know you're giving me"", ""i know you're giving me"", ""i know you're killing me,"", 'giving me the virus.', ""i know you're giving me"", ""i know you're giving me"", ""i know you're killing me,"", 'giving me the virus.', '나의 슬픈 전쟁은', '오늘도 이렇게 시작되고', '친구라고 생각했던 네가 바로', '나의 적인걸 알아', '언젠가 기억할 수 없는 옛날', '난 자유로웠었는데', '더 이상 내 모습을 감춘다면', '난 돌아버릴 것 같아', '나에게 귀 기울여봐', '하고픈 말들이 너무 많은데', '아직도 늦진 않았어', '난 자유를 택하겠어', '나에게 귀 기울여봐', '하고픈 말들이 너무 많은데', '아직도 늦진 않았어', '난 자유를 택하겠어~', '~~']"
53,삶을 포기하려는 너에게,"[""i'll be there for you"", ""i'll be there for you"", '넌 왜 고갤 숙이고 있니', '무엇이 널 힘들게 하니', '무얼 바라고 있니', '내게 말해주지 않겠니', '누구라도 한 번쯤은', '혼자라고 느낄 때 있어', '줄지 않는 삶의 짐을', '혼자 감당할 수 없을 때 있어', '숨 쉬는 것조차 고통스러워', '너는 지금 삶을 포기하려 하지만', ""i'll be there for you"", '너는 혼자가 아니야', ""i'll be there for you"", '넌 외롭지 않아', '나도 알아 이 세상은', '공평하지 않다는 것을', '포기하지 말아야 해', '굴복할 수 없는 거야', '숨 쉬는 것조차 고통스러워', '너는 지금 삶을 포기하려 하지만', ""i'll be there for you"", '너는 혼자가 아니야', ""i'll be there for you"", '넌 외롭지 않아', '네가 얼마나 소중한지', '너는 아직 모르고 있어', '아름다운 하나의 너의 존재는', '바로 너이기 때문이야', ""i'll be there for you"", '너는 혼자가 아니야', ""i'll be there for you"", '넌 외롭지 않아', ""i'll be there for you"", '너는 혼자가 아니야', ""i'll be there for you"", '넌 외롭지 않아', ""i'll be there for you"", '너는 혼자가 아니야', ""i'll be there for you"", '넌 외롭지 않아']"
53,날 더 이상,"['날 더 이상 괴롭히지 말아 줘', '내 마음은 이미 너를 떠났어', '날 더 이상 찾아오지 말아 줘', '난 너에게 이제 해줄게 없어', '네가 나를 버리고 간 이후로', '많이 힘들어했고', '많이 괴로웠지만', '지금 내 곁엔 이제는', '새로운 사랑이 싹트고 있어', '아직 사랑한다고', '내게 말을 하지만', '넌 사랑이 무언지 알지 못하지', '오~ 죽고 싶도록 견딜 수가 없도록', '그리워 한 적 있니 단 한 사람을', '날 더 이상 괴롭히지 말아 줘', '내 마음은 이미 너를 떠났어', '날 더 이상 찾아오지 말아 줘', '난 너에게 이제 해줄게 없어', '너무 오랜만에 널 보는구나', '너를 정리한 후로', '모든 일이 잘 됐어', '그 사람이 널 떠난 후', '괴로워한단 얘기 들은 적 있어', '이젠 나뿐이라고', '너는 얘기하지만', '넌 사랑이 무언지 알지 못하지', '오 ∼ 죽고 싶도록 견딜 수가 없도록', '아파했던 적 있니 넌 모를 거야', '날 더 이상 괴롭히지 말아 줘', '내 마음은 이미 너를 떠났어', '날 더 이상 찾아오지 말아 줘', '난 너에게 이제 해줄게 없어', '날 이젠 보내줘', '너는 후회하겠지', 'listen baby 너에게', 'yeah~ 기회는 없어~', '♬♬♪~~', '♬♬♪~~', '날 더 이상 괴롭히지 말아 줘', '내 마음은 이미 너를 떠났어', '날 더 이상 찾아오지 말아 줘', '난 너에게 이제 해줄 게 없어~', '~~']"
53,Virus,[' ']
53,정육점,[' ']
53,Outro(마지막 인사),[' ']
54,"Exit, 20th Century-Enter The 21st...","['flight number g o d', 'destination', 'straight to the top', 'prepare for departure', 'clear all launch pads', 'all systems checked', 'and ready to go', 'prepare for blast off', '5 4 3 2 1', 'attention all god crew members', 'danny what is your goal', 'for this mission', '나는 인정받고 싶다', 'kyesang', '난 최선을 다할 것이다', 'hoyoung', '꿈을 향해 달려갈 것이다', 'taewoo', '난 최고가 될 것이다', 'i joonpark as commander', 'nd chief of god will lead', 'our crew members on our journey', 'straight to the top', '우리가 전부 여기 찾아온 이유', '이 험한 길을 또 걷는 이유', '대체 무슨 이유 어떤 이유가', '도무지 뭐가', '내 몸과 내 맘과 본능을 그토록', '움직이라 달려가라', '이루어 내 거라 소리쳐 대는가', '우리들이 보여줄 시간', '지금 이 순간 바로 나타난', '난 계상', '너희들의 상상 속의 환상', '그저 망상 아닌', '현실을 위해 등장', '거기 있는 모두가 항상 그랬듯이', '다시 우릴 지켜보기 바라 반드시', 'take it to da max', 'take it do tracks', 'everbody knows', 'you wanna get down to da', 'facts of things', 'when it comes to driven', 'and driven and', 'striven on our way to', ""the top we'll arrive in"", 'jet set form jet set form', '다시 한번 그 자리의 환호 속', '으로 너희들의 사랑 속', '으로 빠지고 싶은', '마음속으로 그대들에 부름 소리', '우릴 바라보는 시선이', '느껴지기에 우린 알기에', '널 위해 외치는', '우리들의 이 노래']"
